merchant_id,merchant_name,category,country
MERCH_1371,Davis Inc Restaurant,Restaurant,United Arab Emirates
MERCH_1372,Reynolds Ltd Fuel,Fuel,United Arab Emirates
MERCH_1373,"Watson, Anderson and Brown Supermarket",Supermarket,United Arab Emirates
MERCH_1374,"Hoffman, Santiago and Jenkins Utility",Utility,United Arab Emirates
MERCH_1375,"Pugh, Henderson and Moon Restaurant",Restaurant,United Arab Emirates
MERCH_1376,Schmitt PLC Rent,Rent,United Arab Emirates
MERCH_1377,Bell-Lane Utility,Utility,United Arab Emirates
MERCH_1378,Moore Group Telecom,Telecom,United Arab Emirates
MERCH_1379,Boone LLC Supermarket,Supermarket,United Arab Emirates
MERCH_1380,"Richardson, Farmer and Andrews Supermarket",Supermarket,United Arab Emirates
MERCH_1381,Bruce-Villegas Luxury,Luxury,United Arab Emirates
MERCH_1382,"Austin, Day and Johnson Healthcare",Healthcare,United Arab Emirates
MERCH_1383,"Gallegos, Adams and White Utility",Utility,United Arab Emirates
MERCH_1384,"Farmer, Dorsey and Bell Luxury",Luxury,United Arab Emirates
MERCH_1385,Kane PLC Restaurant,Restaurant,United Arab Emirates
MERCH_1386,"Morales, Thomas and Schultz Rent",Rent,United Arab Emirates
MERCH_1387,Davis PLC Rent,Rent,United Arab Emirates
MERCH_1388,Bennett Group Supermarket,Supermarket,United Arab Emirates
MERCH_1389,Moore-Collins Supermarket,Supermarket,United Arab Emirates
MERCH_1390,Frank-Bradley Restaurant,Restaurant,United Arab Emirates
MERCH_1391,Ware and Sons Restaurant,Restaurant,United Arab Emirates
MERCH_1392,Webster Inc Supermarket,Supermarket,United Arab Emirates
MERCH_1393,"Miller, Ramos and Coleman E-commerce",E-commerce,United Arab Emirates
MERCH_1394,"Ramos, Nelson and Fischer Supermarket",Supermarket,United Arab Emirates
MERCH_1395,Reed Inc E-commerce,E-commerce,USA
MERCH_1396,Gregory-Watkins Supermarket,Supermarket,United Arab Emirates
MERCH_1397,"Estrada, Williams and Foster Restaurant",Restaurant,United Arab Emirates
MERCH_1398,"Brown, Harris and Dougherty Utility",Utility,United Arab Emirates
MERCH_1399,Duran LLC E-commerce,E-commerce,UK
MERCH_1400,Wilson-Jimenez Fuel,Fuel,United Arab Emirates
MERCH_1401,Thompson-James Luxury,Luxury,United Arab Emirates
MERCH_1402,"Hall, Hansen and Barnett Restaurant",Restaurant,United Arab Emirates
MERCH_1403,Jones-Hensley Healthcare,Healthcare,United Arab Emirates
MERCH_1404,Graham Group E-commerce,E-commerce,USA
MERCH_1405,Atkins PLC Supermarket,Supermarket,United Arab Emirates
MERCH_1406,Berry-Mckinney Fuel,Fuel,United Arab Emirates
MERCH_1407,Roberts-Sullivan Supermarket,Supermarket,United Arab Emirates
MERCH_1408,Jackson-Meza Healthcare,Healthcare,United Arab Emirates
MERCH_1409,Collier-Gillespie Fuel,Fuel,United Arab Emirates
MERCH_1410,Kim Inc Supermarket,Supermarket,United Arab Emirates
MERCH_1411,Graham Group Supermarket,Supermarket,United Arab Emirates
MERCH_1412,"Miller, Harrell and Reese Luxury",Luxury,United Arab Emirates
MERCH_1413,Cook and Sons Utility,Utility,United Arab Emirates
MERCH_1414,Dixon Inc Utility,Utility,United Arab Emirates
MERCH_1415,"Hicks, Bullock and Bailey Healthcare",Healthcare,United Arab Emirates
MERCH_1416,"Mullen, Brewer and Hernandez E-commerce",E-commerce,United Arab Emirates
MERCH_1417,Thomas and Sons Restaurant,Restaurant,United Arab Emirates
MERCH_1418,Morrison Ltd Utility,Utility,United Arab Emirates
MERCH_1419,Thompson Ltd Fuel,Fuel,United Arab Emirates
MERCH_1420,Marshall-Elliott Rent,Rent,United Arab Emirates
MERCH_1421,"Cole, Glass and Cunningham Utility",Utility,United Arab Emirates
MERCH_1422,"Downs, Morris and Maddox Fuel",Fuel,United Arab Emirates
MERCH_1423,Hernandez-Jones Supermarket,Supermarket,United Arab Emirates
MERCH_1424,Welch-Hogan Telecom,Telecom,United Arab Emirates
MERCH_1425,"Brown, Romero and Collins Utility",Utility,United Arab Emirates
MERCH_1426,Johnson-Wood Telecom,Telecom,United Arab Emirates
MERCH_1427,Jones-Lin Utility,Utility,United Arab Emirates
MERCH_1428,Gilbert PLC Restaurant,Restaurant,United Arab Emirates
MERCH_1429,Ford-Spencer Fuel,Fuel,United Arab Emirates
MERCH_1430,"Huang, Cole and Pacheco Fuel",Fuel,United Arab Emirates
MERCH_1431,"Lopez, Jacobs and Mason Healthcare",Healthcare,United Arab Emirates
MERCH_1432,Hayes LLC Fuel,Fuel,United Arab Emirates
MERCH_1433,"Miller, Lucas and Williams Restaurant",Restaurant,United Arab Emirates
MERCH_1434,"Kim, Gonzales and Mills Supermarket",Supermarket,United Arab Emirates
MERCH_1435,Cox LLC Utility,Utility,United Arab Emirates
MERCH_1436,Ortiz-Morgan Rent,Rent,United Arab Emirates
MERCH_1437,"Williams, Mccoy and Cook Supermarket",Supermarket,United Arab Emirates
MERCH_1438,Davis-Gregory Restaurant,Restaurant,United Arab Emirates
MERCH_1439,King-York Utility,Utility,United Arab Emirates
MERCH_1440,"Marks, Cook and Aguilar Healthcare",Healthcare,United Arab Emirates
MERCH_1441,Rangel LLC Luxury,Luxury,United Arab Emirates
MERCH_1442,"Hale, Myers and Larson Restaurant",Restaurant,United Arab Emirates
MERCH_1443,Collins Group Telecom,Telecom,United Arab Emirates
MERCH_1444,"Conner, Li and Santiago Supermarket",Supermarket,United Arab Emirates
MERCH_1445,"Osborn, Gaines and Davis E-commerce",E-commerce,United Arab Emirates
MERCH_1446,"Henderson, Cox and Cox Telecom",Telecom,United Arab Emirates
MERCH_1447,Bean LLC Restaurant,Restaurant,United Arab Emirates
MERCH_1448,Lee-Cooke Supermarket,Supermarket,United Arab Emirates
MERCH_1449,Jones Inc Supermarket,Supermarket,United Arab Emirates
MERCH_1450,"Wise, Conley and Stephenson Supermarket",Supermarket,United Arab Emirates
MERCH_1451,Stanley PLC Telecom,Telecom,United Arab Emirates
MERCH_1452,Harper and Sons Luxury,Luxury,United Arab Emirates
MERCH_1453,White Ltd Restaurant,Restaurant,United Arab Emirates
MERCH_1454,"Lamb, Martin and Kim Utility",Utility,United Arab Emirates
MERCH_1455,Diaz-Ball Fuel,Fuel,United Arab Emirates
MERCH_1456,Bishop-Goodwin E-commerce,E-commerce,USA
MERCH_1457,Young-Allen Luxury,Luxury,United Arab Emirates
MERCH_1458,Mckee-Lee E-commerce,E-commerce,United Arab Emirates
MERCH_1459,"Valentine, Joyce and Murray Telecom",Telecom,United Arab Emirates
MERCH_1460,Strickland-Shaw Supermarket,Supermarket,United Arab Emirates
MERCH_1461,Burch-Montoya Rent,Rent,United Arab Emirates
MERCH_1462,"Taylor, Wright and Davidson Utility",Utility,United Arab Emirates
MERCH_1463,Spencer-Garcia Restaurant,Restaurant,United Arab Emirates
MERCH_1464,"Rosales, Mitchell and Hines Supermarket",Supermarket,United Arab Emirates
MERCH_1465,Cole-Palmer Luxury,Luxury,United Arab Emirates
MERCH_1466,Davis-Lozano Luxury,Luxury,United Arab Emirates
MERCH_1467,Wilkerson-Arias Restaurant,Restaurant,United Arab Emirates
MERCH_1468,Brown-Shaw Restaurant,Restaurant,United Arab Emirates
MERCH_1469,Hughes Inc Telecom,Telecom,United Arab Emirates
MERCH_1470,Walker-Flores Healthcare,Healthcare,United Arab Emirates
MERCH_1471,Combs Ltd Restaurant,Restaurant,United Arab Emirates
MERCH_1472,Moody-Taylor Supermarket,Supermarket,United Arab Emirates
MERCH_1473,Lowery-Kennedy E-commerce,E-commerce,United Arab Emirates
MERCH_1474,Blake Group E-commerce,E-commerce,UK
MERCH_1475,Gilbert-Bullock Fuel,Fuel,United Arab Emirates
MERCH_1476,Scott and Sons Restaurant,Restaurant,United Arab Emirates
MERCH_1477,"Bentley, Lynch and Henderson Utility",Utility,United Arab Emirates
MERCH_1478,Young-Martinez E-commerce,E-commerce,USA
MERCH_1479,Barnes PLC Restaurant,Restaurant,United Arab Emirates
MERCH_1480,Brown-Copeland Supermarket,Supermarket,United Arab Emirates
MERCH_1481,Carlson-Smith Utility,Utility,United Arab Emirates
MERCH_1482,"Andrews, Higgins and Carter Fuel",Fuel,United Arab Emirates
MERCH_1483,Mendez and Sons Rent,Rent,United Arab Emirates
MERCH_1484,"Butler, Beck and Miller Luxury",Luxury,United Arab Emirates
MERCH_1485,Jones-Fox Utility,Utility,United Arab Emirates
MERCH_1486,"Hartman, Romero and Smith Fuel",Fuel,United Arab Emirates
MERCH_1487,Williams-Hughes Utility,Utility,United Arab Emirates
MERCH_1488,King-Smith Healthcare,Healthcare,United Arab Emirates
MERCH_1489,Cooper Ltd Restaurant,Restaurant,United Arab Emirates
MERCH_1490,"Fuller, Ingram and Moss Supermarket",Supermarket,United Arab Emirates
MERCH_1491,Anderson-Bell Supermarket,Supermarket,United Arab Emirates
MERCH_1492,Li-Thompson Supermarket,Supermarket,United Arab Emirates
MERCH_1493,"Marshall, Dominguez and Welch Supermarket",Supermarket,United Arab Emirates
MERCH_1494,Brown Group Supermarket,Supermarket,United Arab Emirates
MERCH_1495,Carter Inc Restaurant,Restaurant,United Arab Emirates
MERCH_1496,Blackwell LLC Restaurant,Restaurant,United Arab Emirates
MERCH_1497,Robertson-Hays Fuel,Fuel,United Arab Emirates
MERCH_1498,"Kennedy, Johnson and Lucas E-commerce",E-commerce,UK
MERCH_1499,Kelly-Norman Fuel,Fuel,United Arab Emirates
