employer_id,employer_name,industry
EMP_1561,Randall PLC LLC,Healthcare
EMP_1562,Sheppard-Mcdaniel LLC,Finance
EMP_1563,Armstrong-Young LLC,Finance
EMP_1564,Miller-Orr LLC,Education
EMP_1565,"Johnson, Duncan and Black LLC",Education
EMP_1566,"Byrd, Oliver and Martinez LLC",Retail
EMP_1567,Thompson-Joyce LLC,Retail
EMP_1568,Stokes and Sons LLC,Construction
EMP_1569,Henderson Ltd LLC,Tech
EMP_1570,Harris-Carson LLC,Education
EMP_1571,Flowers LLC LLC,Finance
EMP_1572,Bartlett-Sloan LLC,Healthcare
EMP_1573,Miller PLC LLC,Finance
EMP_1574,Arnold-Gates LLC,Tech
EMP_1575,"Ellis, Marks and Buchanan LLC",Retail
EMP_1576,"Matthews, Harrington and Rodriguez LLC",Finance
EMP_1577,Hernandez PLC LLC,Construction
EMP_1578,"Chang, Ayers and Buckley LLC",Tech
EMP_1579,"Chan, Floyd and Dillon LLC",Retail
EMP_1580,Humphrey-Baker LLC,Healthcare
EMP_1581,"Washington, Lynch and Johnson LLC",Retail
EMP_1582,Powell-Montgomery LLC,Construction
EMP_1583,"Steele, Williams and Preston LLC",Tech
EMP_1584,Vaughn-Williams LLC,Healthcare
EMP_1585,Mccall-Prince LLC,Construction
EMP_1586,Morgan LLC LLC,Retail
EMP_1587,Ramirez-Vasquez LLC,Construction
EMP_1588,"Cohen, Compton and Perez LLC",Tech
EMP_1589,Mccann-Ramos LLC,Education
EMP_1590,Adams-Butler LLC,Construction
EMP_1591,"Davis, Alexander and Mcintyre LLC",Construction
EMP_1592,Figueroa-Malone LLC,Retail
EMP_1593,Nicholson-Robertson LLC,Retail
EMP_1594,Jones Ltd LLC,Healthcare
EMP_1595,"Powell, Deleon and Warren LLC",Retail
EMP_1596,"Johnson, Lee and Whitaker LLC",Finance
EMP_1597,Wright Group LLC,Tech
EMP_1598,Hull Ltd LLC,Tech
EMP_1599,Hill Group LLC,Education
EMP_1600,"Sanders, Leblanc and Maldonado LLC",Education
EMP_1601,Watson PLC LLC,Tech
EMP_1602,Thompson-Harrell LLC,Education
EMP_1603,"Arnold, Cooper and Monroe LLC",Healthcare
EMP_1604,Curry-Barker LLC,Retail
EMP_1605,Johnson-Williams LLC,Tech
EMP_1606,"Chan, Lewis and Walker LLC",Education
EMP_1607,Byrd LLC LLC,Tech
EMP_1608,"Ortiz, Smith and Deleon LLC",Finance
EMP_1609,"Smith, Buck and Holland LLC",Construction
EMP_1610,"Owen, Walker and Franklin LLC",Retail
EMP_1611,Marquez-Fletcher LLC,Tech
EMP_1612,Coleman-Bennett LLC,Construction
EMP_1613,Stevens-Robinson LLC,Education
EMP_1614,Byrd-Holloway LLC,Construction
EMP_1615,Silva-Smith LLC,Retail
EMP_1616,"Levy, Franco and Hoffman LLC",Tech
EMP_1617,"Lynch, Evans and Rodriguez LLC",Finance
EMP_1618,Rogers LLC LLC,Education
EMP_1619,"Nguyen, Hill and Douglas LLC",Tech
EMP_1620,"Evans, Hernandez and Cannon LLC",Retail
EMP_1621,Trujillo PLC LLC,Education
EMP_1622,Guerrero-Becker LLC,Healthcare
EMP_1623,"Johnson, Jimenez and Phillips LLC",Construction
EMP_1624,Sullivan-Doyle LLC,Retail
EMP_1625,"Erickson, Armstrong and Lee LLC",Healthcare
EMP_1626,"Reeves, Parks and Little LLC",Tech
EMP_1627,Knox-Powers LLC,Finance
EMP_1628,"Evans, Jackson and Sandoval LLC",Education
EMP_1629,"White, Davis and Anderson LLC",Construction
EMP_1630,Hardy-Hansen LLC,Education
EMP_1631,Arroyo LLC LLC,Tech
EMP_1632,"Davis, Kelly and Garner LLC",Education
EMP_1633,Fisher-Eaton LLC,Construction
EMP_1634,Green-Carter LLC,Tech
EMP_1635,Ruiz Ltd LLC,Education
EMP_1636,"Carpenter, Oliver and Kennedy LLC",Finance
EMP_1637,Mason Ltd LLC,Retail
EMP_1638,Moreno-Gutierrez LLC,Tech
EMP_1639,Taylor and Sons LLC,Retail
EMP_1640,Ortiz-Hudson LLC,Tech
EMP_1641,Thomas-Huffman LLC,Finance
EMP_1642,Maxwell Group LLC,Retail
EMP_1643,Welch-Thompson LLC,Healthcare
EMP_1644,"Brown, Hayes and Clark LLC",Construction
EMP_1645,Johnston and Sons LLC,Healthcare
EMP_1646,Glover-Chan LLC,Education
EMP_1647,Mendez Ltd LLC,Finance
EMP_1648,Powell-Sanford LLC,Healthcare
EMP_1649,Smith-Ferguson LLC,Tech
EMP_1650,"Watson, Smith and Morris LLC",Education
EMP_1651,"Lee, Rhodes and Sims LLC",Education
EMP_1652,Perez LLC LLC,Healthcare
EMP_1653,Anderson-Reyes LLC,Healthcare
EMP_1654,"Torres, Brown and Williams LLC",Finance
EMP_1655,Bryant-Meyer LLC,Construction
EMP_1656,"Morgan, Barron and Cowan LLC",Healthcare
EMP_1657,Ferrell-Henry LLC,Healthcare
EMP_1658,Martin Group LLC,Retail
EMP_1659,Perez Ltd LLC,Tech
EMP_1660,Clark Inc LLC,Retail
EMP_1661,"Wagner, Martinez and Dawson LLC",Retail
EMP_1662,Brooks Ltd LLC,Education
EMP_1663,Wise-Dean LLC,Construction
EMP_1664,"Vang, Stanley and Valdez LLC",Tech
EMP_1665,Williams Inc LLC,Finance
EMP_1666,Wallace-Martinez LLC,Finance
EMP_1667,Wells-Hernandez LLC,Healthcare
EMP_1668,"Jennings, Smith and Fisher LLC",Healthcare
EMP_1669,Bates LLC LLC,Finance
EMP_1670,"Obrien, Taylor and Rivas LLC",Healthcare
EMP_1671,Hunt PLC LLC,Construction
EMP_1672,Campbell Inc LLC,Retail
EMP_1673,Gonzalez-Gonzalez LLC,Healthcare
EMP_1674,Decker-Dudley LLC,Education
EMP_1675,Warner-Phillips LLC,Healthcare
EMP_1676,Kelley and Sons LLC,Tech
EMP_1677,"Fitzpatrick, Rivera and Smith LLC",Construction
EMP_1678,"Davis, Rodriguez and Andrews LLC",Tech
EMP_1679,Hernandez-Davis LLC,Tech
EMP_1680,"Jones, Cummings and Conway LLC",Education
EMP_1681,"Hall, Hinton and Phillips LLC",Construction
EMP_1682,Williams-Li LLC,Construction
EMP_1683,Phelps LLC LLC,Construction
EMP_1684,"Edwards, Rodgers and Davis LLC",Construction
EMP_1685,Smith and Sons LLC,Construction
EMP_1686,"Holland, Murphy and Kline LLC",Education
EMP_1687,"Adams, Quinn and Watson LLC",Healthcare
EMP_1688,White-Morales LLC,Tech
EMP_1689,Nelson-Cruz LLC,Construction
EMP_1690,Marsh-Banks LLC,Healthcare
EMP_1691,Wilson Ltd LLC,Healthcare
EMP_1692,"Brown, Dunlap and Moore LLC",Tech
EMP_1693,Pruitt-Webb LLC,Education
EMP_1694,"Gregory, White and James LLC",Finance
EMP_1695,Carr-Huffman LLC,Finance
EMP_1696,"Mcpherson, Anderson and Knapp LLC",Healthcare
EMP_1697,Clay Group LLC,Retail
EMP_1698,Brown Ltd LLC,Retail
EMP_1699,Smith-Oneill LLC,Tech
EMP_1700,"Saunders, Ray and Cunningham LLC",Finance
EMP_1701,"Marks, Stone and Watts LLC",Healthcare
EMP_1702,"Davis, Stanley and Wright LLC",Education
EMP_1703,Alvarado-Davidson LLC,Finance
EMP_1704,Combs PLC LLC,Healthcare
EMP_1705,"Brown, Schneider and Moore LLC",Healthcare
EMP_1706,Christian-Booth LLC,Construction
EMP_1707,Walton LLC LLC,Education
EMP_1708,Rivera LLC LLC,Construction
EMP_1709,Hunter PLC LLC,Tech
EMP_1710,"Gray, Montoya and Miller LLC",Construction
EMP_1711,Solis-West LLC,Construction
EMP_1712,West-Wilson LLC,Finance
EMP_1713,Mcgee-Smith LLC,Retail
EMP_1714,Gutierrez-Hawkins LLC,Healthcare
EMP_1715,Petersen PLC LLC,Education
EMP_1716,"Walsh, Wu and Hart LLC",Construction
EMP_1717,"Powers, Clements and Cox LLC",Education
EMP_1718,Velasquez Group LLC,Retail
EMP_1719,Castro-Harvey LLC,Retail
EMP_1720,Moran-Cox LLC,Construction
EMP_1721,Wilson-Malone LLC,Tech
EMP_1722,Smith LLC LLC,Construction
EMP_1723,"Brandt, Carter and Boyd LLC",Finance
EMP_1724,"Rodriguez, Prince and Vasquez LLC",Healthcare
EMP_1725,"Newton, Ortiz and King LLC",Tech
EMP_1726,Lopez Group LLC,Construction
EMP_1727,Bryant and Sons LLC,Education
EMP_1728,"Morgan, Sherman and Williams LLC",Tech
EMP_1729,"Monroe, Chapman and Barton LLC",Tech
EMP_1730,Ellis-Lawrence LLC,Construction
EMP_1731,"Taylor, Porter and Moreno LLC",Tech
EMP_1732,Tran Group LLC,Education
EMP_1733,"Webb, Romero and Morse LLC",Retail
EMP_1734,Holt and Sons LLC,Tech
EMP_1735,"Ochoa, Garcia and Sandoval LLC",Retail
EMP_1736,"Andrade, Gordon and Cruz LLC",Education
EMP_1737,"Moon, Farmer and Hill LLC",Construction
EMP_1738,Waller-Chavez LLC,Healthcare
EMP_1739,Taylor PLC LLC,Tech
EMP_1740,"Tanner, Hunt and Cameron LLC",Healthcare
EMP_1741,"Valencia, Joseph and Walls LLC",Education
EMP_1742,"Robinson, Clark and Klein LLC",Tech
EMP_1743,"Reed, Chambers and Zavala LLC",Retail
EMP_1744,"Hester, Thompson and Daniels LLC",Finance
EMP_1745,"Morris, Wilson and Bell LLC",Healthcare
EMP_1746,Aguilar-Bender LLC,Tech
EMP_1747,"Butler, Adkins and Skinner LLC",Healthcare
EMP_1748,Rich-Henderson LLC,Tech
EMP_1749,Mills Inc LLC,Construction
EMP_1750,Thomas-Santiago LLC,Retail
EMP_1751,Adams and Sons LLC,Healthcare
EMP_1752,Vega-Thomas LLC,Finance
EMP_1753,Vaughn LLC LLC,Finance
EMP_1754,Molina Inc LLC,Education
EMP_1755,Cervantes-Garcia LLC,Tech
EMP_1756,"Stevenson, Hancock and Newton LLC",Healthcare
EMP_1757,"Price, Dixon and Robles LLC",Education
EMP_1758,"Roberts, Beck and House LLC",Healthcare
EMP_1759,Butler-French LLC,Tech
EMP_1760,"Edwards, Arnold and Smith LLC",Finance
EMP_1761,Harris-Melton LLC,Construction
EMP_1762,Greer-Pruitt LLC,Finance
EMP_1763,"Mckinney, Richardson and Chapman LLC",Education
EMP_1764,"Morrison, Parsons and Brandt LLC",Retail
EMP_1765,Cole-Lucero LLC,Construction
EMP_1766,Lopez and Sons LLC,Education
EMP_1767,"Palmer, Bennett and Patterson LLC",Tech
EMP_1768,"Baker, Martin and Singleton LLC",Construction
EMP_1769,Rivera Ltd LLC,Education
EMP_1770,Williams LLC LLC,Tech
EMP_1771,"Williams, Randolph and Gilbert LLC",Finance
EMP_1772,"Turner, Tyler and Pierce LLC",Retail
EMP_1773,Bowers LLC LLC,Tech
EMP_1774,"Robinson, White and Jones LLC",Healthcare
EMP_1775,"Moore, Daniels and Powell LLC",Tech
EMP_1776,Walker-Lewis LLC,Tech
EMP_1777,Rivera-Carter LLC,Retail
EMP_1778,"Moreno, Barajas and Colon LLC",Healthcare
EMP_1779,"Smith, Caldwell and Griffin LLC",Education
EMP_1780,"Austin, Oliver and Haley LLC",Education
EMP_1781,"Blackwell, James and Hogan LLC",Tech
EMP_1782,Cruz PLC LLC,Healthcare
EMP_1783,"Campbell, Pruitt and Short LLC",Healthcare
EMP_1784,Robertson-Hicks LLC,Retail
EMP_1785,Williams-Villanueva LLC,Finance
EMP_1786,Flores Inc LLC,Education
EMP_1787,Jackson PLC LLC,Retail
EMP_1788,"Smith, Jones and Santiago LLC",Construction
EMP_1789,Hancock Group LLC,Education
EMP_1790,Harris Ltd LLC,Retail
EMP_1791,"Rowe, Lucas and Case LLC",Education
EMP_1792,"Parks, Johnson and Love LLC",Finance
EMP_1793,Miller Inc LLC,Construction
EMP_1794,Bauer PLC LLC,Finance
EMP_1795,Andrews and Sons LLC,Construction
EMP_1796,Russell-Hayes LLC,Tech
EMP_1797,Hamilton-Smith LLC,Retail
EMP_1798,"Wilson, Smith and Cortez LLC",Construction
EMP_1799,Avila PLC LLC,Finance
EMP_1800,Haynes Inc LLC,Education
EMP_1801,Reilly-Rodriguez LLC,Construction
EMP_1802,"Turner, Miller and Hubbard LLC",Retail
EMP_1803,James-Short LLC,Construction
EMP_1804,Wells PLC LLC,Healthcare
EMP_1805,Taylor Group LLC,Education
EMP_1806,"Phillips, Walters and Evans LLC",Retail
EMP_1807,"Wong, Bernard and Smith LLC",Retail
EMP_1808,"Thomas, Williams and Armstrong LLC",Tech
EMP_1809,Medina-Arroyo LLC,Finance
EMP_1810,Clark-Figueroa LLC,Tech
EMP_1811,"Cooper, Gutierrez and Brewer LLC",Retail
EMP_1812,"Thomas, White and Jensen LLC",Education
EMP_1813,Lee-White LLC,Construction
EMP_1814,"Phelps, York and Randolph LLC",Construction
EMP_1815,"Murray, Dunn and Roberts LLC",Education
EMP_1816,King and Sons LLC,Retail
EMP_1817,"Carpenter, Lynn and Howard LLC",Construction
EMP_1818,"Rios, Garcia and Harvey LLC",Construction
EMP_1819,Stewart Group LLC,Construction
EMP_1820,Jensen-Torres LLC,Finance
EMP_1821,"Hernandez, Knight and Aguirre LLC",Finance
EMP_1822,Jackson-Edwards LLC,Healthcare
EMP_1823,Joseph Ltd LLC,Tech
EMP_1824,Hill-Ward LLC,Education
EMP_1825,"Quinn, Humphrey and Ford LLC",Education
EMP_1826,Hampton-Tucker LLC,Education
EMP_1827,Thompson PLC LLC,Healthcare
EMP_1828,Wilkinson and Sons LLC,Finance
EMP_1829,"Gonzalez, Gross and Sims LLC",Retail
EMP_1830,"Jones, Smith and Hunter LLC",Retail
EMP_1831,Hess PLC LLC,Healthcare
EMP_1832,Hammond-Lewis LLC,Retail
EMP_1833,Arnold PLC LLC,Education
EMP_1834,"Kennedy, Rowe and Diaz LLC",Tech
EMP_1835,Vance PLC LLC,Construction
EMP_1836,"Vincent, Anderson and Mason LLC",Finance
EMP_1837,Sanders PLC LLC,Finance
EMP_1838,Bates PLC LLC,Healthcare
EMP_1839,"Martin, Palmer and Griffin LLC",Finance
EMP_1840,Knight PLC LLC,Education
EMP_1841,"Brennan, Thomas and Dennis LLC",Retail
EMP_1842,Williams-Juarez LLC,Education
EMP_1843,Brown LLC LLC,Healthcare
EMP_1844,Williams and Sons LLC,Education
EMP_1845,"Velez, Ward and Harrison LLC",Retail
EMP_1846,Keith-Williams LLC,Tech
EMP_1847,"Nguyen, Padilla and Boyd LLC",Healthcare
EMP_1848,Davenport-Baker LLC,Tech
EMP_1849,"Hudson, Bennett and Gray LLC",Construction
EMP_1850,"Valdez, Houston and Black LLC",Tech
EMP_1851,Kaufman-Walker LLC,Construction
EMP_1852,Gomez-Parrish LLC,Construction
EMP_1853,Sparks-Eaton LLC,Tech
EMP_1854,Shaw and Sons LLC,Healthcare
EMP_1855,Martin-Jones LLC,Retail
EMP_1856,"Campbell, Hernandez and Moore LLC",Education
EMP_1857,"Love, Wilson and Hall LLC",Education
EMP_1858,Cortez-Olson LLC,Retail
EMP_1859,Mendoza-Garza LLC,Construction
EMP_1860,"Whitaker, Johnson and Williams LLC",Construction
EMP_1861,"Vargas, Taylor and Hunt LLC",Healthcare
EMP_1862,"Thomas, Jackson and Nielsen LLC",Finance
EMP_1863,"Mullen, Greene and Elliott LLC",Tech
EMP_1864,Johns Ltd LLC,Construction
EMP_1865,"Nicholson, Valentine and Robinson LLC",Education
EMP_1866,"Haney, Dillon and Jackson LLC",Healthcare
EMP_1867,Burke-Norton LLC,Tech
EMP_1868,Hanson PLC LLC,Healthcare
EMP_1869,Jackson-Jennings LLC,Tech
EMP_1870,Carlson-Jones LLC,Tech
EMP_1871,Cruz-Rodriguez LLC,Retail
EMP_1872,Mills PLC LLC,Construction
EMP_1873,"Barnes, Hernandez and Davis LLC",Healthcare
EMP_1874,Valenzuela-Greene LLC,Healthcare
EMP_1875,"Gordon, Wilson and Olson LLC",Retail
EMP_1876,Winters PLC LLC,Education
EMP_1877,Prince Ltd LLC,Education
EMP_1878,"Reynolds, Fisher and Golden LLC",Construction
EMP_1879,"Moreno, Perez and Lang LLC",Construction
EMP_1880,Bell-Ballard LLC,Finance
EMP_1881,"Johnston, Coleman and Scott LLC",Retail
EMP_1882,Kent Inc LLC,Education
EMP_1883,George-Stephens LLC,Tech
EMP_1884,Lopez-Fletcher LLC,Healthcare
EMP_1885,Lane Inc LLC,Construction
EMP_1886,"Smith, Pena and Watts LLC",Healthcare
EMP_1887,Ortiz-Rodriguez LLC,Healthcare
EMP_1888,Pearson-King LLC,Finance
EMP_1889,"Henderson, Diaz and Hill LLC",Education
EMP_1890,"Sanders, Harris and Arnold LLC",Construction
EMP_1891,"Olson, Wood and Peters LLC",Healthcare
EMP_1892,Hinton-Lane LLC,Construction
EMP_1893,"Sanders, Taylor and Shields LLC",Tech
EMP_1894,Adkins Group LLC,Finance
EMP_1895,"Avery, Garcia and Romero LLC",Tech
EMP_1896,Owen-Mendez LLC,Construction
EMP_1897,"Mann, Martin and Oconnell LLC",Construction
EMP_1898,Brock and Sons LLC,Education
EMP_1899,Frost-Graham LLC,Healthcare
EMP_1900,Baker LLC LLC,Healthcare
EMP_1901,Lynch Ltd LLC,Tech
EMP_1902,Arias-Morales LLC,Finance
EMP_1903,"Meyer, Dawson and Harper LLC",Retail
EMP_1904,Bowman Group LLC,Healthcare
EMP_1905,Harris Ltd LLC,Education
EMP_1906,"Mitchell, Johnson and Greene LLC",Tech
EMP_1907,"Hale, Gilbert and Craig LLC",Tech
EMP_1908,Allen-Smith LLC,Retail
EMP_1909,Miller LLC LLC,Education
EMP_1910,Gomez-Foster LLC,Finance
EMP_1911,"Gonzalez, Smith and Padilla LLC",Education
EMP_1912,Dunn Ltd LLC,Finance
EMP_1913,"Herman, Bailey and Richmond LLC",Education
EMP_1914,Perez-Mccarty LLC,Education
EMP_1915,Spears-Andrews LLC,Construction
EMP_1916,Thompson-Hunter LLC,Tech
EMP_1917,"Jones, Phillips and Arroyo LLC",Education
EMP_1918,"Frye, Walter and Li LLC",Retail
EMP_1919,"Wright, Ramos and Bennett LLC",Education
EMP_1920,Carrillo-Todd LLC,Healthcare
EMP_1921,Maldonado-Mosley LLC,Tech
EMP_1922,Olson LLC LLC,Healthcare
EMP_1923,Reyes and Sons LLC,Tech
EMP_1924,"Haynes, Mcbride and Gutierrez LLC",Healthcare
EMP_1925,Black-Smith LLC,Education
EMP_1926,Wright-Davis LLC,Education
EMP_1927,"Goodman, Peterson and Spencer LLC",Construction
EMP_1928,Woods LLC LLC,Retail
EMP_1929,Shannon LLC LLC,Healthcare
EMP_1930,Valentine Ltd LLC,Finance
EMP_1931,Porter and Sons LLC,Construction
EMP_1932,Moss LLC LLC,Healthcare
EMP_1933,Perez and Sons LLC,Healthcare
EMP_1934,"Kelly, Maxwell and Wilson LLC",Construction
EMP_1935,Lowe Ltd LLC,Education
EMP_1936,Austin-Duran LLC,Healthcare
EMP_1937,"Rubio, Charles and Watson LLC",Education
EMP_1938,Vasquez-Galloway LLC,Construction
EMP_1939,"Melton, Henry and Joyce LLC",Education
EMP_1940,"Ramirez, Walker and Ray LLC",Tech
EMP_1941,Fox Group LLC,Finance
EMP_1942,Ayers-Johnson LLC,Healthcare
EMP_1943,Long-Parks LLC,Retail
EMP_1944,Bryant Inc LLC,Finance
EMP_1945,"Holmes, Stewart and Smith LLC",Education
EMP_1946,"Clark, Carpenter and Nguyen LLC",Healthcare
EMP_1947,"Hensley, Lopez and Baker LLC",Education
EMP_1948,Ruiz-Austin LLC,Tech
EMP_1949,White-Coleman LLC,Construction
EMP_1950,Haynes-Watson LLC,Healthcare
EMP_1951,Ramirez-White LLC,Tech
EMP_1952,Krause Ltd LLC,Tech
EMP_1953,Olsen Ltd LLC,Healthcare
EMP_1954,Brock-Peters LLC,Education
EMP_1955,Gonzalez-Marsh LLC,Retail
EMP_1956,"Hernandez, Shaffer and Thompson LLC",Tech
EMP_1957,Taylor-Barry LLC,Finance
EMP_1958,"Holmes, Le and Floyd LLC",Tech
EMP_1959,King-Garrison LLC,Retail
EMP_1960,Ross Ltd LLC,Education
EMP_1961,Brown LLC LLC,Education
EMP_1962,Combs-Davis LLC,Finance
EMP_1963,"Cook, Ward and Castro LLC",Tech
EMP_1964,Cooper-Jenkins LLC,Education
EMP_1965,Dillon-Mccarty LLC,Retail
EMP_1966,Ray Ltd LLC,Healthcare
EMP_1967,"Ryan, Krause and Mitchell LLC",Construction
EMP_1968,Nunez-Freeman LLC,Construction
EMP_1969,"Griffin, Miller and Austin LLC",Construction
EMP_1970,Welch-Thomas LLC,Tech
EMP_1971,Davidson LLC LLC,Finance
EMP_1972,Welch-Duncan LLC,Education
EMP_1973,Miller LLC LLC,Healthcare
EMP_1974,Edwards Ltd LLC,Retail
EMP_1975,Page-Jacobs LLC,Healthcare
EMP_1976,Nelson-Wallace LLC,Retail
EMP_1977,Adkins-Meyer LLC,Tech
EMP_1978,Gutierrez-White LLC,Construction
EMP_1979,Martinez and Sons LLC,Tech
EMP_1980,"King, Manning and Brady LLC",Finance
EMP_1981,Jackson Inc LLC,Finance
EMP_1982,Brown Group LLC,Retail
EMP_1983,"Brown, Wise and Warren LLC",Education
EMP_1984,Garcia PLC LLC,Education
EMP_1985,Miller Group LLC,Retail
EMP_1986,Perez-Rojas LLC,Finance
EMP_1987,Sims-Anderson LLC,Finance
EMP_1988,Johnson Ltd LLC,Finance
EMP_1989,Dalton-Nguyen LLC,Tech
EMP_1990,Mcdonald-Pitts LLC,Finance
EMP_1991,Dunn-Taylor LLC,Healthcare
EMP_1992,"Ryan, Garza and Bryant LLC",Construction
EMP_1993,"Fields, Elliott and Mills LLC",Finance
EMP_1994,"Ferguson, Stout and Olson LLC",Retail
EMP_1995,Ballard Group LLC,Construction
EMP_1996,Diaz-Green LLC,Tech
EMP_1997,Smith-Mills LLC,Retail
EMP_1998,Cooper Group LLC,Construction
EMP_1999,"Smith, Weeks and Arroyo LLC",Retail
