customer_id,scenario,window_start,window_end,num_deposits,total_amount,transaction_ids
CUST_104667,7-Day Standard Structuring,2023-10-01 09:00:00,2023-10-08 09:00:00,5,69936.23,"['TXN_B0DA86B775', 'TXN_2DC8A9B7AE', 'TXN_2C4F2A1EBF', 'TXN_70499DDA02', 'TXN_EF5F3817C7']"
CUST_104667,7-Day Standard Structuring,2023-10-02 12:00:00,2023-10-09 12:00:00,4,56834.04,"['TXN_2DC8A9B7AE', 'TXN_2C4F2A1EBF', 'TXN_70499DDA02', 'TXN_EF5F3817C7']"
CUST_104688,7-Day Standard Structuring,2023-09-27 11:00:00,2023-10-04 11:00:00,5,69377.43,"['TXN_9A3D2BA8AF', 'TXN_F222880CC1', 'TXN_86CD6AF8C5', 'TXN_6D04ADB2B7', 'TXN_474B8E2B5E']"
CUST_104688,7-Day Standard Structuring,2023-09-28 12:00:00,2023-10-05 12:00:00,4,57033.65,"['TXN_F222880CC1', 'TXN_86CD6AF8C5', 'TXN_6D04ADB2B7', 'TXN_474B8E2B5E']"
CUST_104690,7-Day Standard Structuring,2023-05-25 11:00:00,2023-06-01 11:00:00,5,215564.74,"['TXN_465C8776C6', 'TXN_5FCC9BFA43', 'TXN_0AC4F82BFC', 'TXN_1D4583D3F3', 'TXN_BC50E7FD7C']"
CUST_104690,7-Day Standard Structuring,2023-05-26 10:00:00,2023-06-02 10:00:00,4,170460.32,"['TXN_5FCC9BFA43', 'TXN_0AC4F82BFC', 'TXN_1D4583D3F3', 'TXN_BC50E7FD7C']"
CUST_104690,7-Day Standard Structuring,2023-05-27 09:00:00,2023-06-03 09:00:00,3,120847.65,"['TXN_0AC4F82BFC', 'TXN_1D4583D3F3', 'TXN_BC50E7FD7C']"
CUST_104690,7-Day Standard Structuring,2023-05-28 15:00:00,2023-06-04 15:00:00,2,76562.58,"['TXN_1D4583D3F3', 'TXN_BC50E7FD7C']"
CUST_104742,7-Day Standard Structuring,2023-04-14 14:00:00,2023-04-21 14:00:00,5,59197.72,"['TXN_743B8F9589', 'TXN_DC86320108', 'TXN_CB71C58E2E', 'TXN_9B94010940', 'TXN_B1321C57B9']"
CUST_104768,7-Day Standard Structuring,2023-08-20 11:00:00,2023-08-27 11:00:00,6,266295.32,"['TXN_5DBAD89760', 'TXN_1396E9AE5A', 'TXN_97D13D72A5', 'TXN_499733B225', 'TXN_1350005A15', 'TXN_B45FD886D6']"
CUST_104768,7-Day Standard Structuring,2023-08-21 14:00:00,2023-08-28 14:00:00,5,219690.23,"['TXN_1396E9AE5A', 'TXN_97D13D72A5', 'TXN_499733B225', 'TXN_1350005A15', 'TXN_B45FD886D6']"
CUST_104768,7-Day Standard Structuring,2023-08-22 14:00:00,2023-08-29 14:00:00,4,174875.01,"['TXN_97D13D72A5', 'TXN_499733B225', 'TXN_1350005A15', 'TXN_B45FD886D6']"
CUST_104768,7-Day Standard Structuring,2023-08-23 10:00:00,2023-08-30 10:00:00,3,126236.2,"['TXN_499733B225', 'TXN_1350005A15', 'TXN_B45FD886D6']"
CUST_104768,7-Day Standard Structuring,2023-08-24 11:00:00,2023-08-31 11:00:00,2,82714.87,"['TXN_1350005A15', 'TXN_B45FD886D6']"
CUST_104794,7-Day Standard Structuring,2023-05-12 11:00:00,2023-05-19 11:00:00,4,66288.28,"['TXN_2DA5BE902D', 'TXN_B2C69260C7', 'TXN_8299D00769', 'TXN_AA17C6573F']"
CUST_104809,7-Day Standard Structuring,2023-01-30 14:00:00,2023-02-06 14:00:00,4,60841.58,"['TXN_D2A991FB62', 'TXN_FB918C1D2D', 'TXN_0650D8C9F4', 'TXN_959882525B']"
CUST_105056,7-Day Standard Structuring,2023-01-13 13:00:00,2023-01-20 13:00:00,4,78011.05,"['TXN_501D5AFCB6', 'TXN_1CA2180CDF', 'TXN_FA81E88CAB', 'TXN_77A9529B1E']"
CUST_105056,7-Day Standard Structuring,2023-01-14 14:00:00,2023-01-21 14:00:00,3,57418.67,"['TXN_1CA2180CDF', 'TXN_FA81E88CAB', 'TXN_77A9529B1E']"
CUST_105065,7-Day Standard Structuring,2023-08-01 13:00:00,2023-08-08 13:00:00,6,54923.0,"['TXN_05C71EC3D5', 'TXN_81B8530612', 'TXN_8B5D7D1201', 'TXN_9D7011F075', 'TXN_CEE0A16D72', 'TXN_92F3AD95F2']"
CUST_105145,7-Day Standard Structuring,2023-09-05 14:00:00,2023-09-12 14:00:00,5,62708.13,"['TXN_2454D2CF78', 'TXN_FD369BB32D', 'TXN_7AC227CF10', 'TXN_00A1A4D5DB', 'TXN_D0819C3FD4']"
CUST_105284,7-Day Standard Structuring,2023-10-08 10:00:00,2023-10-15 10:00:00,4,52353.62,"['TXN_BFC318A4B0', 'TXN_253B6FB442', 'TXN_AA63404F3B', 'TXN_94D5A8DCBF']"
CUST_105289,7-Day Standard Structuring,2023-05-07 12:00:00,2023-05-14 12:00:00,4,56275.12,"['TXN_A12452B609', 'TXN_47887E043E', 'TXN_1D561BB29D', 'TXN_4BACAB6C43']"
CUST_105306,7-Day Standard Structuring,2023-06-09 09:00:00,2023-06-16 09:00:00,5,52858.68,"['TXN_3400956B58', 'TXN_9101B7EE4C', 'TXN_A792D136CD', 'TXN_6083BFDA34', 'TXN_5085B43764']"
CUST_105415,7-Day Standard Structuring,2023-04-23 12:00:00,2023-04-30 12:00:00,5,75612.54,"['TXN_62B3D39FEB', 'TXN_9B0AF8EBC8', 'TXN_BA15169785', 'TXN_3D241EA222', 'TXN_FC4E5F6597']"
CUST_105415,7-Day Standard Structuring,2023-04-24 09:00:00,2023-05-01 09:00:00,4,58448.29,"['TXN_9B0AF8EBC8', 'TXN_BA15169785', 'TXN_3D241EA222', 'TXN_FC4E5F6597']"
CUST_105533,7-Day Standard Structuring,2023-05-09 15:00:00,2023-05-16 15:00:00,4,60777.45,"['TXN_0D73EF4C9F', 'TXN_F86C600CA5', 'TXN_6D387DA8D7', 'TXN_D74DEF4844']"
CUST_105577,7-Day Standard Structuring,2023-10-03 13:00:00,2023-10-10 13:00:00,6,76509.29,"['TXN_019664D1E7', 'TXN_44120787BD', 'TXN_BBE273F600', 'TXN_31B7E19800', 'TXN_1C907D8021', 'TXN_C221B7D6CD']"
CUST_105577,7-Day Standard Structuring,2023-10-04 14:00:00,2023-10-11 14:00:00,5,62038.46,"['TXN_44120787BD', 'TXN_BBE273F600', 'TXN_31B7E19800', 'TXN_1C907D8021', 'TXN_C221B7D6CD']"
CUST_105577,7-Day Standard Structuring,2023-10-05 13:00:00,2023-10-12 13:00:00,4,50045.84,"['TXN_BBE273F600', 'TXN_31B7E19800', 'TXN_1C907D8021', 'TXN_C221B7D6CD']"
CUST_105677,7-Day Standard Structuring,2023-03-03 12:00:00,2023-03-10 12:00:00,6,66745.58,"['TXN_57BF6DEAD3', 'TXN_F9DECD3BE9', 'TXN_97E19BAE7A', 'TXN_C663424830', 'TXN_437E4DE3B2', 'TXN_E9FE120FA1']"
CUST_105677,7-Day Standard Structuring,2023-03-04 14:00:00,2023-03-11 14:00:00,5,57496.47,"['TXN_F9DECD3BE9', 'TXN_97E19BAE7A', 'TXN_C663424830', 'TXN_437E4DE3B2', 'TXN_E9FE120FA1']"
CUST_105697,7-Day Standard Structuring,2023-04-18 13:00:00,2023-04-25 13:00:00,4,57646.51,"['TXN_46E0BBF8A0', 'TXN_C435F71B00', 'TXN_EE9D661E58', 'TXN_32766C6C49']"
CUST_105739,7-Day Standard Structuring,2023-05-06 12:00:00,2023-05-13 12:00:00,4,198875.31,"['TXN_62AEB93C65', 'TXN_7B426A73DD', 'TXN_B166200D90', 'TXN_856F7A6DE7']"
CUST_105739,7-Day Standard Structuring,2023-05-07 10:00:00,2023-05-14 10:00:00,3,148499.59,"['TXN_7B426A73DD', 'TXN_B166200D90', 'TXN_856F7A6DE7']"
CUST_105739,7-Day Standard Structuring,2023-05-08 12:00:00,2023-05-15 12:00:00,2,103227.14,"['TXN_B166200D90', 'TXN_856F7A6DE7']"
CUST_105964,7-Day Standard Structuring,2023-02-27 12:00:00,2023-03-06 12:00:00,6,64707.56,"['TXN_CDA4AD0C37', 'TXN_121415FA26', 'TXN_C1DE76F12D', 'TXN_EC31718514', 'TXN_58C9B31DDB', 'TXN_CC556E6380']"
CUST_105964,7-Day Standard Structuring,2023-02-28 15:00:00,2023-03-07 15:00:00,5,53710.33,"['TXN_121415FA26', 'TXN_C1DE76F12D', 'TXN_EC31718514', 'TXN_58C9B31DDB', 'TXN_CC556E6380']"
CUST_105982,7-Day Standard Structuring,2023-04-30 15:00:00,2023-05-07 15:00:00,4,69383.34,"['TXN_4231A9AD35', 'TXN_46D226ED1E', 'TXN_73C3FB7BF4', 'TXN_316342CBA2']"
CUST_105982,7-Day Standard Structuring,2023-05-01 10:00:00,2023-05-08 10:00:00,3,54698.34,"['TXN_46D226ED1E', 'TXN_73C3FB7BF4', 'TXN_316342CBA2']"
CUST_105988,7-Day Standard Structuring,2023-03-30 15:00:00,2023-04-06 15:00:00,6,56349.23,"['TXN_F5B40C397D', 'TXN_E6760BD089', 'TXN_87D64C55EB', 'TXN_B35CF2F87B', 'TXN_AA79F9486F', 'TXN_4DA125CB75']"
CUST_106096,7-Day Standard Structuring,2023-09-26 12:00:00,2023-10-03 12:00:00,4,54319.25,"['TXN_B1DB637904', 'TXN_9DACCBB7E8', 'TXN_4D63A343EF', 'TXN_72275484AC']"
CUST_106127,7-Day Standard Structuring,2023-09-07 09:00:00,2023-09-14 09:00:00,5,71612.35,"['TXN_2AB2F94E1C', 'TXN_F796F0F986', 'TXN_9873213018', 'TXN_05CCBB2143', 'TXN_91A16E0A01']"
CUST_106127,7-Day Standard Structuring,2023-09-08 10:00:00,2023-09-15 10:00:00,4,56236.99,"['TXN_F796F0F986', 'TXN_9873213018', 'TXN_05CCBB2143', 'TXN_91A16E0A01']"
CUST_106167,7-Day Standard Structuring,2023-07-14 15:00:00,2023-07-21 15:00:00,6,70116.45,"['TXN_CF81C3B57C', 'TXN_FCA9C5DB97', 'TXN_D18EF49453', 'TXN_D190C21676', 'TXN_C85B1ADA1F', 'TXN_6F4909A80A']"
CUST_106167,7-Day Standard Structuring,2023-07-15 15:00:00,2023-07-22 15:00:00,5,59275.89,"['TXN_FCA9C5DB97', 'TXN_D18EF49453', 'TXN_D190C21676', 'TXN_C85B1ADA1F', 'TXN_6F4909A80A']"
CUST_106335,7-Day Standard Structuring,2023-08-21 13:00:00,2023-08-28 13:00:00,6,58290.08,"['TXN_BF3E04B7DD', 'TXN_EA86A21F30', 'TXN_233FB91326', 'TXN_B302B60803', 'TXN_0470FA59B8', 'TXN_BFE5FF6DBC']"
CUST_106400,7-Day Standard Structuring,2023-05-23 14:00:00,2023-05-30 14:00:00,5,209771.62,"['TXN_EC3551161F', 'TXN_E9DDE7ABCC', 'TXN_100F4AE494', 'TXN_EF37D5FFC5', 'TXN_6860D78119']"
CUST_106400,7-Day Standard Structuring,2023-05-24 15:00:00,2023-05-31 15:00:00,4,166040.44,"['TXN_E9DDE7ABCC', 'TXN_100F4AE494', 'TXN_EF37D5FFC5', 'TXN_6860D78119']"
CUST_106400,7-Day Standard Structuring,2023-05-25 14:00:00,2023-06-01 14:00:00,3,126832.87,"['TXN_100F4AE494', 'TXN_EF37D5FFC5', 'TXN_6860D78119']"
CUST_106400,7-Day Standard Structuring,2023-05-26 12:00:00,2023-06-02 12:00:00,2,87861.33,"['TXN_EF37D5FFC5', 'TXN_6860D78119']"
CUST_106440,7-Day Standard Structuring,2023-07-21 13:00:00,2023-07-28 13:00:00,4,76753.9,"['TXN_B9E16D1917', 'TXN_241A327F74', 'TXN_9C55D953B8', 'TXN_8A1EE1E341']"
CUST_106440,7-Day Standard Structuring,2023-07-22 11:00:00,2023-07-29 11:00:00,3,56987.11,"['TXN_241A327F74', 'TXN_9C55D953B8', 'TXN_8A1EE1E341']"
CUST_106447,7-Day Standard Structuring,2023-03-02 10:00:00,2023-03-09 10:00:00,4,58103.8,"['TXN_E96A506E4F', 'TXN_2B5E4ADE7E', 'TXN_4D48F61D43', 'TXN_866509726C']"
CUST_106479,7-Day Standard Structuring,2023-05-21 14:00:00,2023-05-28 14:00:00,5,51907.57,"['TXN_67967C5FB8', 'TXN_A3CB373236', 'TXN_4EC3573242', 'TXN_CA97825D5A', 'TXN_3BBA5858C2']"
CUST_106552,7-Day Standard Structuring,2023-07-10 12:00:00,2023-07-17 12:00:00,6,57905.32,"['TXN_0FCC2246ED', 'TXN_C1FBD7A023', 'TXN_AB5A572378', 'TXN_717C31CFD6', 'TXN_71EAF1221F', 'TXN_5E98AF21D3']"
CUST_106691,7-Day Standard Structuring,2023-08-24 10:00:00,2023-08-31 10:00:00,6,72148.33,"['TXN_7F6C329497', 'TXN_00E8D379D8', 'TXN_C2057459BB', 'TXN_1C3CB7D169', 'TXN_09A28C28E6', 'TXN_2F7704097A']"
CUST_106691,7-Day Standard Structuring,2023-08-25 11:00:00,2023-09-01 11:00:00,5,61916.11,"['TXN_00E8D379D8', 'TXN_C2057459BB', 'TXN_1C3CB7D169', 'TXN_09A28C28E6', 'TXN_2F7704097A']"
CUST_106700,7-Day Standard Structuring,2023-06-16 12:00:00,2023-06-23 12:00:00,4,66642.72,"['TXN_2FEF8F2791', 'TXN_337290C593', 'TXN_1B371D819A', 'TXN_ED995CD3E1']"
CUST_106700,7-Day Standard Structuring,2023-06-17 12:00:00,2023-06-24 12:00:00,3,50980.57,"['TXN_337290C593', 'TXN_1B371D819A', 'TXN_ED995CD3E1']"
CUST_106702,7-Day Standard Structuring,2023-02-04 14:00:00,2023-02-11 14:00:00,5,57119.01,"['TXN_DD86A87AC1', 'TXN_6748D150E8', 'TXN_2E5512DAB9', 'TXN_A4E62F0E63', 'TXN_4B9E5B16BD']"
CUST_106766,7-Day Standard Structuring,2023-05-21 10:00:00,2023-05-28 10:00:00,4,71696.28,"['TXN_7088E0107E', 'TXN_E3D487BAFC', 'TXN_1FE4C8B9AD', 'TXN_9D602E2E77']"
CUST_106766,7-Day Standard Structuring,2023-05-22 10:00:00,2023-05-29 10:00:00,3,52559.87,"['TXN_E3D487BAFC', 'TXN_1FE4C8B9AD', 'TXN_9D602E2E77']"
CUST_106839,7-Day Standard Structuring,2023-05-23 12:00:00,2023-05-30 12:00:00,5,59028.99,"['TXN_8D7996549A', 'TXN_FE5146E30C', 'TXN_0CF56CB64A', 'TXN_79BBEAE50E', 'TXN_EBB90C259D']"
CUST_106965,7-Day Standard Structuring,2023-09-28 14:00:00,2023-10-05 14:00:00,6,63743.38,"['TXN_B4636A5D36', 'TXN_AD383D2F74', 'TXN_BFFBE803BF', 'TXN_4B37E57F88', 'TXN_DB2A5FFA91', 'TXN_2B80375BC7']"
CUST_106965,7-Day Standard Structuring,2023-09-29 14:00:00,2023-10-06 14:00:00,5,52672.01,"['TXN_AD383D2F74', 'TXN_BFFBE803BF', 'TXN_4B37E57F88', 'TXN_DB2A5FFA91', 'TXN_2B80375BC7']"
CUST_107037,7-Day Standard Structuring,2023-06-21 15:00:00,2023-06-28 15:00:00,4,61246.6,"['TXN_CC4571E768', 'TXN_7BBBFED778', 'TXN_A718223FD7', 'TXN_23DF76A286']"
CUST_107111,7-Day Standard Structuring,2023-10-02 11:00:00,2023-10-09 11:00:00,5,71968.57,"['TXN_D9C69271D1', 'TXN_2F7CA85B52', 'TXN_57EF2B1D13', 'TXN_288BDFE9AD', 'TXN_920B674DD8']"
CUST_107111,7-Day Standard Structuring,2023-10-03 14:00:00,2023-10-10 14:00:00,4,56452.44,"['TXN_2F7CA85B52', 'TXN_57EF2B1D13', 'TXN_288BDFE9AD', 'TXN_920B674DD8']"
CUST_107241,7-Day Standard Structuring,2023-09-23 09:00:00,2023-09-30 09:00:00,6,200395.14,"['TXN_049E2812C9', 'TXN_A53FC60310', 'TXN_A4DC528973', 'TXN_DAE6BBEA32', 'TXN_FE0439A398', 'TXN_8AF2089AF8']"
CUST_107241,7-Day Standard Structuring,2023-09-24 09:00:00,2023-10-01 09:00:00,5,162432.84,"['TXN_A53FC60310', 'TXN_A4DC528973', 'TXN_DAE6BBEA32', 'TXN_FE0439A398', 'TXN_8AF2089AF8']"
CUST_107241,7-Day Standard Structuring,2023-09-25 09:00:00,2023-10-02 09:00:00,4,122324.88,"['TXN_A4DC528973', 'TXN_DAE6BBEA32', 'TXN_FE0439A398', 'TXN_8AF2089AF8']"
CUST_107241,7-Day Standard Structuring,2023-09-26 10:00:00,2023-10-03 10:00:00,3,92924.79,"['TXN_DAE6BBEA32', 'TXN_FE0439A398', 'TXN_8AF2089AF8']"
CUST_107241,7-Day Standard Structuring,2023-09-27 11:00:00,2023-10-04 11:00:00,2,58195.9,"['TXN_FE0439A398', 'TXN_8AF2089AF8']"
CUST_107278,7-Day Standard Structuring,2023-06-12 11:00:00,2023-06-19 11:00:00,3,146764.06,"['TXN_A564B127EB', 'TXN_C2AEDA7C30', 'TXN_611707E443']"
CUST_107278,7-Day Standard Structuring,2023-06-13 14:00:00,2023-06-20 14:00:00,2,100260.08,"['TXN_C2AEDA7C30', 'TXN_611707E443']"
CUST_107466,7-Day Standard Structuring,2023-03-24 13:00:00,2023-03-31 13:00:00,4,52457.39,"['TXN_58C7F3182B', 'TXN_750E7E8128', 'TXN_CFEDEE23C6', 'TXN_0562716158']"
CUST_107519,7-Day Standard Structuring,2023-04-17 11:00:00,2023-04-24 11:00:00,4,52479.24,"['TXN_F2239FCF02', 'TXN_BC4869C640', 'TXN_22B31A0A12', 'TXN_61E35391B8']"
CUST_107525,7-Day Standard Structuring,2023-02-12 12:00:00,2023-02-19 12:00:00,4,64906.66,"['TXN_88B3BD5CF1', 'TXN_71E43C6BE2', 'TXN_8391356970', 'TXN_847D6FD5A1']"
CUST_107596,7-Day Standard Structuring,2023-10-13 09:00:00,2023-10-20 09:00:00,5,70593.68,"['TXN_2980A442F8', 'TXN_6DC7ECE2E7', 'TXN_89DD2BF1C9', 'TXN_CC730B6AA3', 'TXN_B43B7F2071']"
CUST_107596,7-Day Standard Structuring,2023-10-14 11:00:00,2023-10-21 11:00:00,4,59134.74,"['TXN_6DC7ECE2E7', 'TXN_89DD2BF1C9', 'TXN_CC730B6AA3', 'TXN_B43B7F2071']"
CUST_107613,7-Day Standard Structuring,2023-08-30 13:00:00,2023-09-06 13:00:00,5,68294.74,"['TXN_32A5751ABC', 'TXN_83DFE4533B', 'TXN_04CD9E1C11', 'TXN_51424019CC', 'TXN_FAB2DE81C8']"
CUST_107613,7-Day Standard Structuring,2023-08-31 14:00:00,2023-09-07 14:00:00,4,56663.97,"['TXN_83DFE4533B', 'TXN_04CD9E1C11', 'TXN_51424019CC', 'TXN_FAB2DE81C8']"
CUST_107637,7-Day Standard Structuring,2023-03-31 09:00:00,2023-04-07 09:00:00,4,69843.91,"['TXN_386D60D19E', 'TXN_0A7A753D5F', 'TXN_8191ACD8AD', 'TXN_932D9BD398']"
CUST_107644,7-Day Standard Structuring,2023-06-27 14:00:00,2023-07-04 14:00:00,5,61281.47,"['TXN_C0F106719F', 'TXN_0A10D8B2D1', 'TXN_FB882CF07D', 'TXN_C50DB9E624', 'TXN_A5239297AB']"
CUST_107690,7-Day Standard Structuring,2023-07-13 14:00:00,2023-07-20 14:00:00,5,63261.37,"['TXN_B41CB74411', 'TXN_A116EC581A', 'TXN_80A93D4EDB', 'TXN_E143AD2466', 'TXN_042AF9DBDA']"
CUST_107690,7-Day Standard Structuring,2023-07-14 15:00:00,2023-07-21 15:00:00,4,50911.61,"['TXN_A116EC581A', 'TXN_80A93D4EDB', 'TXN_E143AD2466', 'TXN_042AF9DBDA']"
CUST_107717,7-Day Standard Structuring,2023-08-06 14:00:00,2023-08-13 14:00:00,4,75074.52,"['TXN_EFCBC63B1B', 'TXN_BDE4D04C15', 'TXN_FF89C1DA81', 'TXN_42F711E73D']"
CUST_107717,7-Day Standard Structuring,2023-08-07 14:00:00,2023-08-14 14:00:00,3,58078.47,"['TXN_BDE4D04C15', 'TXN_FF89C1DA81', 'TXN_42F711E73D']"
CUST_107779,7-Day Standard Structuring,2023-08-08 10:00:00,2023-08-15 10:00:00,4,73308.48,"['TXN_8E2A8BAACB', 'TXN_C737C510F3', 'TXN_E192D3EFB6', 'TXN_E3126D847B']"
CUST_107779,7-Day Standard Structuring,2023-08-09 15:00:00,2023-08-16 15:00:00,3,53678.38,"['TXN_C737C510F3', 'TXN_E192D3EFB6', 'TXN_E3126D847B']"
CUST_107809,7-Day Standard Structuring,2023-04-02 09:00:00,2023-04-09 09:00:00,5,76851.54,"['TXN_EE18208A25', 'TXN_ECB68C9A09', 'TXN_DBE28FCD5A', 'TXN_3994F3E766', 'TXN_7A20406529']"
CUST_107809,7-Day Standard Structuring,2023-04-03 11:00:00,2023-04-10 11:00:00,4,60214.34,"['TXN_ECB68C9A09', 'TXN_DBE28FCD5A', 'TXN_3994F3E766', 'TXN_7A20406529']"
CUST_108004,7-Day Standard Structuring,2023-08-02 13:00:00,2023-08-09 13:00:00,4,66178.14,"['TXN_EDEE6AD135', 'TXN_F5C17CD44A', 'TXN_749EE753B0', 'TXN_602E0B7337']"
CUST_108004,7-Day Standard Structuring,2023-08-03 09:00:00,2023-08-10 09:00:00,3,51412.39,"['TXN_F5C17CD44A', 'TXN_749EE753B0', 'TXN_602E0B7337']"
CUST_108025,7-Day Standard Structuring,2023-10-01 11:00:00,2023-10-08 11:00:00,6,59548.49,"['TXN_41F3F9E37E', 'TXN_C7E4C78AB7', 'TXN_C428887750', 'TXN_E3D1A99466', 'TXN_11679ABFA0', 'TXN_EE9CAEAD6E']"
CUST_108079,7-Day Standard Structuring,2023-10-18 15:00:00,2023-10-25 15:00:00,4,52193.9,"['TXN_BD1E16C60B', 'TXN_47491D973B', 'TXN_3085756D3B', 'TXN_E1D9B7203E']"
CUST_108161,7-Day Standard Structuring,2023-06-29 15:00:00,2023-07-06 15:00:00,5,71741.21,"['TXN_51503004C2', 'TXN_261C0600E7', 'TXN_D5B69ABA66', 'TXN_D4FA9ADE5C', 'TXN_A44BCF8C22']"
CUST_108161,7-Day Standard Structuring,2023-06-30 11:00:00,2023-07-07 11:00:00,4,56661.92,"['TXN_261C0600E7', 'TXN_D5B69ABA66', 'TXN_D4FA9ADE5C', 'TXN_A44BCF8C22']"
CUST_108254,7-Day Standard Structuring,2023-05-02 14:00:00,2023-05-09 14:00:00,4,66398.22,"['TXN_D5A666D646', 'TXN_15A90D3883', 'TXN_11BAE1FF30', 'TXN_D453A819D8']"
CUST_108254,7-Day Standard Structuring,2023-05-03 11:00:00,2023-05-10 11:00:00,3,50977.87,"['TXN_15A90D3883', 'TXN_11BAE1FF30', 'TXN_D453A819D8']"
CUST_108322,7-Day Standard Structuring,2023-03-09 12:00:00,2023-03-16 12:00:00,5,59527.67,"['TXN_F2FEBAF43A', 'TXN_5AD849C6F4', 'TXN_BFA068A4B1', 'TXN_A6AECF08AE', 'TXN_4204C89ED7']"
CUST_108461,7-Day Standard Structuring,2023-09-21 12:00:00,2023-09-28 12:00:00,5,64285.14,"['TXN_E5062AB07E', 'TXN_9DCCA50BD2', 'TXN_BF2476B0B2', 'TXN_8D05505C02', 'TXN_412DBA61D3']"
CUST_108461,7-Day Standard Structuring,2023-09-22 10:00:00,2023-09-29 10:00:00,4,50014.13,"['TXN_9DCCA50BD2', 'TXN_BF2476B0B2', 'TXN_8D05505C02', 'TXN_412DBA61D3']"
CUST_108562,7-Day Standard Structuring,2023-05-07 14:00:00,2023-05-14 14:00:00,6,67045.39,"['TXN_DE96D46A10', 'TXN_E03100F544', 'TXN_4DF93CA20F', 'TXN_18CA126AC4', 'TXN_366AC1F3CA', 'TXN_B7E0771A4C']"
CUST_108562,7-Day Standard Structuring,2023-05-08 13:00:00,2023-05-15 13:00:00,5,57509.83,"['TXN_E03100F544', 'TXN_4DF93CA20F', 'TXN_18CA126AC4', 'TXN_366AC1F3CA', 'TXN_B7E0771A4C']"
CUST_108663,7-Day Standard Structuring,2023-07-01 10:00:00,2023-07-08 10:00:00,6,68841.94,"['TXN_1FBF773C66', 'TXN_1C4B306719', 'TXN_B49444C5D8', 'TXN_AAAB95D7C5', 'TXN_E817A2F0AA', 'TXN_A7A07CD3E5']"
CUST_108663,7-Day Standard Structuring,2023-07-02 10:00:00,2023-07-09 10:00:00,5,56317.93,"['TXN_1C4B306719', 'TXN_B49444C5D8', 'TXN_AAAB95D7C5', 'TXN_E817A2F0AA', 'TXN_A7A07CD3E5']"
CUST_108672,7-Day Standard Structuring,2023-06-12 15:00:00,2023-06-19 15:00:00,4,76617.75,"['TXN_8B172C537B', 'TXN_2C3B11A57B', 'TXN_D8DD91F692', 'TXN_47E67B35C0']"
CUST_108672,7-Day Standard Structuring,2023-06-13 10:00:00,2023-06-20 10:00:00,3,61142.22,"['TXN_2C3B11A57B', 'TXN_D8DD91F692', 'TXN_47E67B35C0']"
CUST_108721,7-Day Standard Structuring,2023-02-20 10:00:00,2023-02-27 10:00:00,4,70588.02,"['TXN_AA014678EB', 'TXN_D073B87A95', 'TXN_828303F90B', 'TXN_3302D864BE']"
CUST_108721,7-Day Standard Structuring,2023-02-21 10:00:00,2023-02-28 10:00:00,3,50387.19,"['TXN_D073B87A95', 'TXN_828303F90B', 'TXN_3302D864BE']"
CUST_108846,7-Day Standard Structuring,2023-04-17 15:00:00,2023-04-24 15:00:00,6,52811.45,"['TXN_D4E8CF5342', 'TXN_FDF36A24DC', 'TXN_A7811D064E', 'TXN_31E6C04D37', 'TXN_786FE876DA', 'TXN_BAA61186D1']"
CUST_108878,7-Day Standard Structuring,2023-03-25 11:00:00,2023-04-01 11:00:00,4,60514.92,"['TXN_EA5EFB5163', 'TXN_9FF54B3419', 'TXN_159B96EC16', 'TXN_853BF2CA73']"
CUST_109004,7-Day Standard Structuring,2023-01-25 14:00:00,2023-02-01 14:00:00,6,268421.19,"['TXN_337E426874', 'TXN_02BDE6EE68', 'TXN_F5FBB20732', 'TXN_6249A979E5', 'TXN_C49ED0C5FC', 'TXN_48D7CC6589']"
CUST_109004,7-Day Standard Structuring,2023-01-26 12:00:00,2023-02-02 12:00:00,5,223082.75,"['TXN_02BDE6EE68', 'TXN_F5FBB20732', 'TXN_6249A979E5', 'TXN_C49ED0C5FC', 'TXN_48D7CC6589']"
CUST_109004,7-Day Standard Structuring,2023-01-27 15:00:00,2023-02-03 15:00:00,4,170327.73,"['TXN_F5FBB20732', 'TXN_6249A979E5', 'TXN_C49ED0C5FC', 'TXN_48D7CC6589']"
CUST_109004,7-Day Standard Structuring,2023-01-28 15:00:00,2023-02-04 15:00:00,3,126600.26,"['TXN_6249A979E5', 'TXN_C49ED0C5FC', 'TXN_48D7CC6589']"
CUST_109004,7-Day Standard Structuring,2023-01-29 13:00:00,2023-02-05 13:00:00,2,90776.34,"['TXN_C49ED0C5FC', 'TXN_48D7CC6589']"
CUST_109313,7-Day Standard Structuring,2023-10-03 12:00:00,2023-10-10 12:00:00,4,199770.12,"['TXN_9A4FDAB1F4', 'TXN_9D1C0B9F91', 'TXN_4A5F6847A7', 'TXN_5DFCBAF27A']"
CUST_109313,7-Day Standard Structuring,2023-10-04 09:00:00,2023-10-11 09:00:00,3,151486.62,"['TXN_9D1C0B9F91', 'TXN_4A5F6847A7', 'TXN_5DFCBAF27A']"
CUST_109313,7-Day Standard Structuring,2023-10-05 13:00:00,2023-10-12 13:00:00,2,101388.1,"['TXN_4A5F6847A7', 'TXN_5DFCBAF27A']"
CUST_109377,7-Day Standard Structuring,2023-05-27 09:00:00,2023-06-03 09:00:00,6,62444.42,"['TXN_942E0C1492', 'TXN_E66FEB22DD', 'TXN_A79BF21AD2', 'TXN_DE9ECBE71C', 'TXN_A25ADA8533', 'TXN_3D218DE9D5']"
