transaction_id,account_id,scenario_id,scenario_type,scenario_role,is_suspicious
TXN_4231A9AD35,ACC_1007097,SCEN_STR_5af237,Structuring,structuring_deposit,True
TXN_46D226ED1E,ACC_1007097,SCEN_STR_5af237,Structuring,structuring_deposit,True
TXN_73C3FB7BF4,ACC_1007097,SCEN_STR_5af237,Structuring,structuring_deposit,True
TXN_316342CBA2,ACC_1007097,SCEN_STR_5af237,Structuring,structuring_deposit,True
TXN_32A5751ABC,ACC_1009061,SCEN_STR_c66f7c,Structuring,structuring_deposit,True
TXN_83DFE4533B,ACC_1009061,SCEN_STR_c66f7c,Structuring,structuring_deposit,True
TXN_04CD9E1C11,ACC_1009061,SCEN_STR_c66f7c,Structuring,structuring_deposit,True
TXN_51424019CC,ACC_1009061,SCEN_STR_c66f7c,Structuring,structuring_deposit,True
TXN_FAB2DE81C8,ACC_1009061,SCEN_STR_c66f7c,Structuring,structuring_deposit,True
TXN_9A4FDAB1F4,ACC_1011098,SCEN_STR_4f87d0,Structuring,structuring_deposit,True
TXN_9D1C0B9F91,ACC_1011098,SCEN_STR_4f87d0,Structuring,structuring_deposit,True
TXN_4A5F6847A7,ACC_1011098,SCEN_STR_4f87d0,Structuring,structuring_deposit,True
TXN_9B9232D8E4,ACC_1011098,SCEN_STR_4f87d0,Structuring,structuring_deposit,True
TXN_5DFCBAF27A,ACC_1011098,SCEN_STR_4f87d0,Structuring,structuring_deposit,True
TXN_A564B127EB,ACC_1008658,SCEN_STR_2b8f8f,Structuring,structuring_deposit,True
TXN_C2AEDA7C30,ACC_1008658,SCEN_STR_2b8f8f,Structuring,structuring_deposit,True
TXN_611707E443,ACC_1008658,SCEN_STR_2b8f8f,Structuring,structuring_deposit,True
TXN_9B7BFB84AF,ACC_1008658,SCEN_STR_2b8f8f,Structuring,structuring_deposit,True
TXN_92DB34CDF6,ACC_1000284,SCEN_STR_4199b9,Structuring,structuring_deposit,True
TXN_5554855B9C,ACC_1000284,SCEN_STR_4199b9,Structuring,structuring_deposit,True
TXN_FC65E46D29,ACC_1000284,SCEN_STR_4199b9,Structuring,structuring_deposit,True
TXN_33C9E72D3B,ACC_1000284,SCEN_STR_4199b9,Structuring,structuring_deposit,True
TXN_9FDD2632DF,ACC_1002692,SCEN_STR_f2e123,Structuring,structuring_deposit,True
TXN_C6A831D4EC,ACC_1002692,SCEN_STR_f2e123,Structuring,structuring_deposit,True
TXN_7E08BF403F,ACC_1002692,SCEN_STR_f2e123,Structuring,structuring_deposit,True
TXN_79B843AA90,ACC_1002692,SCEN_STR_f2e123,Structuring,structuring_deposit,True
TXN_2D8F86097E,ACC_1000822,SCEN_STR_26fafb,Structuring,structuring_deposit,True
TXN_EB003EA377,ACC_1000822,SCEN_STR_26fafb,Structuring,structuring_deposit,True
TXN_0F569A6107,ACC_1000822,SCEN_STR_26fafb,Structuring,structuring_deposit,True
TXN_126FFF99C3,ACC_1000822,SCEN_STR_26fafb,Structuring,structuring_deposit,True
TXN_5C5E245152,ACC_1000822,SCEN_STR_26fafb,Structuring,structuring_deposit,True
TXN_62AEB93C65,ACC_1006807,SCEN_STR_130707,Structuring,structuring_deposit,True
TXN_7B426A73DD,ACC_1006807,SCEN_STR_130707,Structuring,structuring_deposit,True
TXN_B166200D90,ACC_1006807,SCEN_STR_130707,Structuring,structuring_deposit,True
TXN_856F7A6DE7,ACC_1006807,SCEN_STR_130707,Structuring,structuring_deposit,True
TXN_2934F94A1A,ACC_1000986,SCEN_STR_409415,Structuring,structuring_deposit,True
TXN_69951B7B8A,ACC_1000986,SCEN_STR_409415,Structuring,structuring_deposit,True
TXN_F29664F9DE,ACC_1000986,SCEN_STR_409415,Structuring,structuring_deposit,True
TXN_658ECCF1E5,ACC_1000986,SCEN_STR_409415,Structuring,structuring_deposit,True
TXN_2DF1C1BF65,ACC_1001916,SCEN_STR_95038c,Structuring,structuring_deposit,True
TXN_C91126B0B5,ACC_1001916,SCEN_STR_95038c,Structuring,structuring_deposit,True
TXN_8CC012F87B,ACC_1001916,SCEN_STR_95038c,Structuring,structuring_deposit,True
TXN_C6EDD4045A,ACC_1001916,SCEN_STR_95038c,Structuring,structuring_deposit,True
TXN_EE18208A25,ACC_1009297,SCEN_STR_3c29a5,Structuring,structuring_deposit,True
TXN_ECB68C9A09,ACC_1009297,SCEN_STR_3c29a5,Structuring,structuring_deposit,True
TXN_DBE28FCD5A,ACC_1009297,SCEN_STR_3c29a5,Structuring,structuring_deposit,True
TXN_3994F3E766,ACC_1009297,SCEN_STR_3c29a5,Structuring,structuring_deposit,True
TXN_7A20406529,ACC_1009297,SCEN_STR_3c29a5,Structuring,structuring_deposit,True
TXN_9442F4432D,ACC_1001985,SCEN_STR_a53661,Structuring,structuring_deposit,True
TXN_6DD2F698D6,ACC_1001985,SCEN_STR_a53661,Structuring,structuring_deposit,True
TXN_7206027C08,ACC_1001985,SCEN_STR_a53661,Structuring,structuring_deposit,True
TXN_0DC1E15A43,ACC_1001985,SCEN_STR_a53661,Structuring,structuring_deposit,True
TXN_C0A4ABECEF,ACC_1001618,SCEN_STR_fc4fcf,Structuring,structuring_deposit,True
TXN_9EAC717BE7,ACC_1001618,SCEN_STR_fc4fcf,Structuring,structuring_deposit,True
TXN_7E3BAC4915,ACC_1001618,SCEN_STR_fc4fcf,Structuring,structuring_deposit,True
TXN_E9C54C3113,ACC_1001618,SCEN_STR_fc4fcf,Structuring,structuring_deposit,True
TXN_5927BB883B,ACC_1000986,SCEN_STR_250d4c,Structuring,structuring_deposit,True
TXN_5CBBC55E0B,ACC_1000986,SCEN_STR_250d4c,Structuring,structuring_deposit,True
TXN_446954E841,ACC_1000986,SCEN_STR_250d4c,Structuring,structuring_deposit,True
TXN_885D754607,ACC_1000986,SCEN_STR_250d4c,Structuring,structuring_deposit,True
TXN_B007FB5849,ACC_1000986,SCEN_STR_250d4c,Structuring,structuring_deposit,True
TXN_2454D2CF78,ACC_1006106,SCEN_STR_bc0d5e,Structuring,structuring_deposit,True
TXN_FD369BB32D,ACC_1006106,SCEN_STR_bc0d5e,Structuring,structuring_deposit,True
TXN_7AC227CF10,ACC_1006106,SCEN_STR_bc0d5e,Structuring,structuring_deposit,True
TXN_00A1A4D5DB,ACC_1006106,SCEN_STR_bc0d5e,Structuring,structuring_deposit,True
TXN_D0819C3FD4,ACC_1006106,SCEN_STR_bc0d5e,Structuring,structuring_deposit,True
TXN_0C37A0323B,ACC_1001604,SCEN_STR_6a03d1,Structuring,structuring_deposit,True
TXN_24505D2391,ACC_1001604,SCEN_STR_6a03d1,Structuring,structuring_deposit,True
TXN_F00370EFC8,ACC_1001604,SCEN_STR_6a03d1,Structuring,structuring_deposit,True
TXN_4D21585732,ACC_1001604,SCEN_STR_6a03d1,Structuring,structuring_deposit,True
TXN_1CA8ADD44C,ACC_1001604,SCEN_STR_6a03d1,Structuring,structuring_deposit,True
TXN_337E426874,ACC_1010726,SCEN_STR_7f2839,Structuring,structuring_deposit,True
TXN_02BDE6EE68,ACC_1010726,SCEN_STR_7f2839,Structuring,structuring_deposit,True
TXN_F5FBB20732,ACC_1010726,SCEN_STR_7f2839,Structuring,structuring_deposit,True
TXN_6249A979E5,ACC_1010726,SCEN_STR_7f2839,Structuring,structuring_deposit,True
TXN_C49ED0C5FC,ACC_1010726,SCEN_STR_7f2839,Structuring,structuring_deposit,True
TXN_48D7CC6589,ACC_1010726,SCEN_STR_7f2839,Structuring,structuring_deposit,True
TXN_4A6FC7B1C1,ACC_1001481,SCEN_STR_1e42cb,Structuring,structuring_deposit,True
TXN_2380AD7D6C,ACC_1001481,SCEN_STR_1e42cb,Structuring,structuring_deposit,True
TXN_2C06B64C05,ACC_1001481,SCEN_STR_1e42cb,Structuring,structuring_deposit,True
TXN_7AF0C6CFC9,ACC_1001481,SCEN_STR_1e42cb,Structuring,structuring_deposit,True
TXN_EA934ED588,ACC_1001481,SCEN_STR_1e42cb,Structuring,structuring_deposit,True
TXN_29B5473409,ACC_1002906,SCEN_STR_ee4ad6,Structuring,structuring_deposit,True
TXN_3F4E946020,ACC_1002906,SCEN_STR_ee4ad6,Structuring,structuring_deposit,True
TXN_FA1A8F598D,ACC_1002906,SCEN_STR_ee4ad6,Structuring,structuring_deposit,True
TXN_0806333417,ACC_1002906,SCEN_STR_ee4ad6,Structuring,structuring_deposit,True
TXN_3400956B58,ACC_1006297,SCEN_STR_df3272,Structuring,structuring_deposit,True
TXN_9101B7EE4C,ACC_1006297,SCEN_STR_df3272,Structuring,structuring_deposit,True
TXN_A792D136CD,ACC_1006297,SCEN_STR_df3272,Structuring,structuring_deposit,True
TXN_6083BFDA34,ACC_1006297,SCEN_STR_df3272,Structuring,structuring_deposit,True
TXN_5085B43764,ACC_1006297,SCEN_STR_df3272,Structuring,structuring_deposit,True
TXN_BF3E04B7DD,ACC_1007521,SCEN_STR_8f96d3,Structuring,structuring_deposit,True
TXN_EA86A21F30,ACC_1007521,SCEN_STR_8f96d3,Structuring,structuring_deposit,True
TXN_233FB91326,ACC_1007521,SCEN_STR_8f96d3,Structuring,structuring_deposit,True
TXN_B302B60803,ACC_1007521,SCEN_STR_8f96d3,Structuring,structuring_deposit,True
TXN_0470FA59B8,ACC_1007521,SCEN_STR_8f96d3,Structuring,structuring_deposit,True
TXN_BFE5FF6DBC,ACC_1007521,SCEN_STR_8f96d3,Structuring,structuring_deposit,True
TXN_932483DC3F,ACC_1011919,SCEN_STR_56252e,Structuring,structuring_deposit,True
TXN_BE309C72FE,ACC_1011919,SCEN_STR_56252e,Structuring,structuring_deposit,True
TXN_85B10F17E0,ACC_1011919,SCEN_STR_56252e,Structuring,structuring_deposit,True
TXN_EBD64E1C39,ACC_1011919,SCEN_STR_56252e,Structuring,structuring_deposit,True
TXN_FDFE433164,ACC_1011919,SCEN_STR_56252e,Structuring,structuring_deposit,True
TXN_2980A442F8,ACC_1009044,SCEN_STR_b6e3dc,Structuring,structuring_deposit,True
TXN_6DC7ECE2E7,ACC_1009044,SCEN_STR_b6e3dc,Structuring,structuring_deposit,True
TXN_89DD2BF1C9,ACC_1009044,SCEN_STR_b6e3dc,Structuring,structuring_deposit,True
TXN_CC730B6AA3,ACC_1009044,SCEN_STR_b6e3dc,Structuring,structuring_deposit,True
TXN_B43B7F2071,ACC_1009044,SCEN_STR_b6e3dc,Structuring,structuring_deposit,True
TXN_58C7F3182B,ACC_1008882,SCEN_STR_106399,Structuring,structuring_deposit,True
TXN_750E7E8128,ACC_1008882,SCEN_STR_106399,Structuring,structuring_deposit,True
TXN_CFEDEE23C6,ACC_1008882,SCEN_STR_106399,Structuring,structuring_deposit,True
TXN_0562716158,ACC_1008882,SCEN_STR_106399,Structuring,structuring_deposit,True
TXN_2DA5BE902D,ACC_1005686,SCEN_STR_229031,Structuring,structuring_deposit,True
TXN_B2C69260C7,ACC_1005686,SCEN_STR_229031,Structuring,structuring_deposit,True
TXN_8299D00769,ACC_1005686,SCEN_STR_229031,Structuring,structuring_deposit,True
TXN_AA17C6573F,ACC_1005686,SCEN_STR_229031,Structuring,structuring_deposit,True
TXN_D4E8CF5342,ACC_1010538,SCEN_STR_76dbc9,Structuring,structuring_deposit,True
TXN_FDF36A24DC,ACC_1010538,SCEN_STR_76dbc9,Structuring,structuring_deposit,True
TXN_A7811D064E,ACC_1010538,SCEN_STR_76dbc9,Structuring,structuring_deposit,True
TXN_31E6C04D37,ACC_1010538,SCEN_STR_76dbc9,Structuring,structuring_deposit,True
TXN_786FE876DA,ACC_1010538,SCEN_STR_76dbc9,Structuring,structuring_deposit,True
TXN_BAA61186D1,ACC_1010538,SCEN_STR_76dbc9,Structuring,structuring_deposit,True
TXN_0FCC2246ED,ACC_1007778,SCEN_STR_00c64b,Structuring,structuring_deposit,True
TXN_C1FBD7A023,ACC_1007778,SCEN_STR_00c64b,Structuring,structuring_deposit,True
TXN_AB5A572378,ACC_1007778,SCEN_STR_00c64b,Structuring,structuring_deposit,True
TXN_717C31CFD6,ACC_1007778,SCEN_STR_00c64b,Structuring,structuring_deposit,True
TXN_71EAF1221F,ACC_1007778,SCEN_STR_00c64b,Structuring,structuring_deposit,True
TXN_5E98AF21D3,ACC_1007778,SCEN_STR_00c64b,Structuring,structuring_deposit,True
TXN_5BCCEA5D1F,ACC_1004675,SCEN_STR_41cd00,Structuring,structuring_deposit,True
TXN_723E128961,ACC_1004675,SCEN_STR_41cd00,Structuring,structuring_deposit,True
TXN_FEC8906FB9,ACC_1004675,SCEN_STR_41cd00,Structuring,structuring_deposit,True
TXN_D3D97A6552,ACC_1004675,SCEN_STR_41cd00,Structuring,structuring_deposit,True
TXN_D650AB4EBA,ACC_1004675,SCEN_STR_41cd00,Structuring,structuring_deposit,True
TXN_2607DD90F2,ACC_1004675,SCEN_STR_41cd00,Structuring,structuring_deposit,True
TXN_B5658E2E72,ACC_1006530,SCEN_STR_c4c4d4,Structuring,structuring_deposit,True
TXN_B4CBDA61A4,ACC_1006530,SCEN_STR_c4c4d4,Structuring,structuring_deposit,True
TXN_74B636139D,ACC_1006530,SCEN_STR_c4c4d4,Structuring,structuring_deposit,True
TXN_C0C7EC5915,ACC_1006530,SCEN_STR_c4c4d4,Structuring,structuring_deposit,True
TXN_52F8C11B27,ACC_1002696,SCEN_STR_07ecd0,Structuring,structuring_deposit,True
TXN_BBA3A6BED4,ACC_1002696,SCEN_STR_07ecd0,Structuring,structuring_deposit,True
TXN_AB61FFCFDE,ACC_1002696,SCEN_STR_07ecd0,Structuring,structuring_deposit,True
TXN_6512FCED19,ACC_1002696,SCEN_STR_07ecd0,Structuring,structuring_deposit,True
TXN_0FF4DB0DDA,ACC_1002696,SCEN_STR_07ecd0,Structuring,structuring_deposit,True
TXN_B5128C46DB,ACC_1001149,SCEN_STR_9e8468,Structuring,structuring_deposit,True
TXN_EB5D50B5D8,ACC_1001149,SCEN_STR_9e8468,Structuring,structuring_deposit,True
TXN_C1A122809F,ACC_1001149,SCEN_STR_9e8468,Structuring,structuring_deposit,True
TXN_54B0567923,ACC_1001149,SCEN_STR_9e8468,Structuring,structuring_deposit,True
TXN_E0C094A05F,ACC_1001149,SCEN_STR_9e8468,Structuring,structuring_deposit,True
TXN_6971563C8A,ACC_1001149,SCEN_STR_9e8468,Structuring,structuring_deposit,True
TXN_EDEE6AD135,ACC_1009532,SCEN_STR_55bb1a,Structuring,structuring_deposit,True
TXN_F5C17CD44A,ACC_1009532,SCEN_STR_55bb1a,Structuring,structuring_deposit,True
TXN_749EE753B0,ACC_1009532,SCEN_STR_55bb1a,Structuring,structuring_deposit,True
TXN_602E0B7337,ACC_1009532,SCEN_STR_55bb1a,Structuring,structuring_deposit,True
TXN_3F71A37B07,ACC_1001474,SCEN_STR_1ba5dc,Structuring,structuring_deposit,True
TXN_2D0A8C730F,ACC_1001474,SCEN_STR_1ba5dc,Structuring,structuring_deposit,True
TXN_E35ACFFF39,ACC_1001474,SCEN_STR_1ba5dc,Structuring,structuring_deposit,True
TXN_C0562FAA65,ACC_1001474,SCEN_STR_1ba5dc,Structuring,structuring_deposit,True
TXN_8B172C537B,ACC_1010328,SCEN_STR_d8fec5,Structuring,structuring_deposit,True
TXN_2C3B11A57B,ACC_1010328,SCEN_STR_d8fec5,Structuring,structuring_deposit,True
TXN_D8DD91F692,ACC_1010328,SCEN_STR_d8fec5,Structuring,structuring_deposit,True
TXN_47E67B35C0,ACC_1010328,SCEN_STR_d8fec5,Structuring,structuring_deposit,True
TXN_2D52036FF7,ACC_1001009,SCEN_STR_952f1b,Structuring,structuring_deposit,True
TXN_FBEA1FCFD4,ACC_1001009,SCEN_STR_952f1b,Structuring,structuring_deposit,True
TXN_3FBAD391FD,ACC_1001009,SCEN_STR_952f1b,Structuring,structuring_deposit,True
TXN_337F9F4FBC,ACC_1001009,SCEN_STR_952f1b,Structuring,structuring_deposit,True
TXN_48D20A71D4,ACC_1001009,SCEN_STR_952f1b,Structuring,structuring_deposit,True
TXN_7F6C329497,ACC_1007947,SCEN_STR_adc86d,Structuring,structuring_deposit,True
TXN_00E8D379D8,ACC_1007947,SCEN_STR_adc86d,Structuring,structuring_deposit,True
TXN_C2057459BB,ACC_1007947,SCEN_STR_adc86d,Structuring,structuring_deposit,True
TXN_1C3CB7D169,ACC_1007947,SCEN_STR_adc86d,Structuring,structuring_deposit,True
TXN_09A28C28E6,ACC_1007947,SCEN_STR_adc86d,Structuring,structuring_deposit,True
TXN_2F7704097A,ACC_1007947,SCEN_STR_adc86d,Structuring,structuring_deposit,True
TXN_ED1BBB776C,ACC_1011172,SCEN_STR_f66184,Structuring,structuring_deposit,True
TXN_5A1F84B8AB,ACC_1011172,SCEN_STR_f66184,Structuring,structuring_deposit,True
TXN_20C0B6AACA,ACC_1011172,SCEN_STR_f66184,Structuring,structuring_deposit,True
TXN_270574ED92,ACC_1011172,SCEN_STR_f66184,Structuring,structuring_deposit,True
TXN_C26BBFB7CD,ACC_1011172,SCEN_STR_f66184,Structuring,structuring_deposit,True
TXN_F03C8F69B4,ACC_1004865,SCEN_STR_3eee25,Structuring,structuring_deposit,True
TXN_C91FFD1BFF,ACC_1004865,SCEN_STR_3eee25,Structuring,structuring_deposit,True
TXN_E336EAE732,ACC_1004865,SCEN_STR_3eee25,Structuring,structuring_deposit,True
TXN_19E4BE9815,ACC_1004865,SCEN_STR_3eee25,Structuring,structuring_deposit,True
TXN_E5062AB07E,ACC_1010080,SCEN_STR_0b6725,Structuring,structuring_deposit,True
TXN_9DCCA50BD2,ACC_1010080,SCEN_STR_0b6725,Structuring,structuring_deposit,True
TXN_BF2476B0B2,ACC_1010080,SCEN_STR_0b6725,Structuring,structuring_deposit,True
TXN_8D05505C02,ACC_1010080,SCEN_STR_0b6725,Structuring,structuring_deposit,True
TXN_412DBA61D3,ACC_1010080,SCEN_STR_0b6725,Structuring,structuring_deposit,True
TXN_B4D447D7EF,ACC_1009878,SCEN_STR_a37c44,Structuring,structuring_deposit,True
TXN_9A0756E207,ACC_1009878,SCEN_STR_a37c44,Structuring,structuring_deposit,True
TXN_A0FBC4CCD1,ACC_1009878,SCEN_STR_a37c44,Structuring,structuring_deposit,True
TXN_21D3F34373,ACC_1009878,SCEN_STR_a37c44,Structuring,structuring_deposit,True
TXN_E27FC8C292,ACC_1009878,SCEN_STR_a37c44,Structuring,structuring_deposit,True
TXN_73C9F07CF6,ACC_1009878,SCEN_STR_a37c44,Structuring,structuring_deposit,True
TXN_A52E3DCD14,ACC_1003349,SCEN_STR_33d48f,Structuring,structuring_deposit,True
TXN_F47EF9001A,ACC_1003349,SCEN_STR_33d48f,Structuring,structuring_deposit,True
TXN_A68E4963AA,ACC_1003349,SCEN_STR_33d48f,Structuring,structuring_deposit,True
TXN_4A955D60D1,ACC_1003349,SCEN_STR_33d48f,Structuring,structuring_deposit,True
TXN_334403BD63,ACC_1003349,SCEN_STR_33d48f,Structuring,structuring_deposit,True
TXN_D4658F510D,ACC_1003349,SCEN_STR_33d48f,Structuring,structuring_deposit,True
TXN_9CF30390B6,ACC_1011546,SCEN_STR_cdbc96,Structuring,structuring_deposit,True
TXN_CCDCD4F971,ACC_1011546,SCEN_STR_cdbc96,Structuring,structuring_deposit,True
TXN_B1B85E9902,ACC_1011546,SCEN_STR_cdbc96,Structuring,structuring_deposit,True
TXN_78D5CBFB8D,ACC_1011546,SCEN_STR_cdbc96,Structuring,structuring_deposit,True
TXN_9C9D6E9230,ACC_1003404,SCEN_STR_6bc77e,Structuring,structuring_deposit,True
TXN_F2386A7CED,ACC_1003404,SCEN_STR_6bc77e,Structuring,structuring_deposit,True
TXN_F4BABA1975,ACC_1003404,SCEN_STR_6bc77e,Structuring,structuring_deposit,True
TXN_4997FAB4D4,ACC_1003404,SCEN_STR_6bc77e,Structuring,structuring_deposit,True
TXN_01FC14C3B9,ACC_1005228,SCEN_STR_88c19c,Structuring,structuring_deposit,True
TXN_1CF35BABA5,ACC_1005228,SCEN_STR_88c19c,Structuring,structuring_deposit,True
TXN_C39CD05BDA,ACC_1005228,SCEN_STR_88c19c,Structuring,structuring_deposit,True
TXN_62F8A9C116,ACC_1005228,SCEN_STR_88c19c,Structuring,structuring_deposit,True
TXN_3CE3910281,ACC_1002402,SCEN_STR_1c42c5,Structuring,structuring_deposit,True
TXN_68ADEAAEC7,ACC_1002402,SCEN_STR_1c42c5,Structuring,structuring_deposit,True
TXN_C70D1442D6,ACC_1002402,SCEN_STR_1c42c5,Structuring,structuring_deposit,True
TXN_E2209576EE,ACC_1002402,SCEN_STR_1c42c5,Structuring,structuring_deposit,True
TXN_8D7996549A,ACC_1008121,SCEN_STR_f89f08,Structuring,structuring_deposit,True
TXN_FE5146E30C,ACC_1008121,SCEN_STR_f89f08,Structuring,structuring_deposit,True
TXN_0CF56CB64A,ACC_1008121,SCEN_STR_f89f08,Structuring,structuring_deposit,True
TXN_79BBEAE50E,ACC_1008121,SCEN_STR_f89f08,Structuring,structuring_deposit,True
TXN_EBB90C259D,ACC_1008121,SCEN_STR_f89f08,Structuring,structuring_deposit,True
TXN_C0F106719F,ACC_1009098,SCEN_STR_1ec0cd,Structuring,structuring_deposit,True
TXN_0A10D8B2D1,ACC_1009098,SCEN_STR_1ec0cd,Structuring,structuring_deposit,True
TXN_FB882CF07D,ACC_1009098,SCEN_STR_1ec0cd,Structuring,structuring_deposit,True
TXN_C50DB9E624,ACC_1009098,SCEN_STR_1ec0cd,Structuring,structuring_deposit,True
TXN_A5239297AB,ACC_1009098,SCEN_STR_1ec0cd,Structuring,structuring_deposit,True
TXN_F2FEBAF43A,ACC_1009909,SCEN_STR_62f4eb,Structuring,structuring_deposit,True
TXN_5AD849C6F4,ACC_1009909,SCEN_STR_62f4eb,Structuring,structuring_deposit,True
TXN_BFA068A4B1,ACC_1009909,SCEN_STR_62f4eb,Structuring,structuring_deposit,True
TXN_A6AECF08AE,ACC_1009909,SCEN_STR_62f4eb,Structuring,structuring_deposit,True
TXN_4204C89ED7,ACC_1009909,SCEN_STR_62f4eb,Structuring,structuring_deposit,True
TXN_F3286DBD8E,ACC_1002096,SCEN_STR_bbcf90,Structuring,structuring_deposit,True
TXN_B669A08E11,ACC_1002096,SCEN_STR_bbcf90,Structuring,structuring_deposit,True
TXN_F08ABDE1D5,ACC_1002096,SCEN_STR_bbcf90,Structuring,structuring_deposit,True
TXN_941587E27B,ACC_1002096,SCEN_STR_bbcf90,Structuring,structuring_deposit,True
TXN_77510F3E8C,ACC_1001804,SCEN_STR_b18376,Structuring,structuring_deposit,True
TXN_B5FA33C0EA,ACC_1001804,SCEN_STR_b18376,Structuring,structuring_deposit,True
TXN_20C3CF2C35,ACC_1001804,SCEN_STR_b18376,Structuring,structuring_deposit,True
TXN_D5A5AE4489,ACC_1001804,SCEN_STR_b18376,Structuring,structuring_deposit,True
TXN_DD5130DB7D,ACC_1002116,SCEN_STR_a22645,Structuring,structuring_deposit,True
TXN_6113058902,ACC_1002116,SCEN_STR_a22645,Structuring,structuring_deposit,True
TXN_0980C102A9,ACC_1002116,SCEN_STR_a22645,Structuring,structuring_deposit,True
TXN_2FE69492B3,ACC_1002116,SCEN_STR_a22645,Structuring,structuring_deposit,True
TXN_44E8F53ECE,ACC_1003750,SCEN_STR_3a4c2f,Structuring,structuring_deposit,True
TXN_533D4F89F7,ACC_1003750,SCEN_STR_3a4c2f,Structuring,structuring_deposit,True
TXN_16D6EB6310,ACC_1003750,SCEN_STR_3a4c2f,Structuring,structuring_deposit,True
TXN_D9D9DA9A82,ACC_1003750,SCEN_STR_3a4c2f,Structuring,structuring_deposit,True
TXN_E235E1857C,ACC_1001145,SCEN_STR_9aad42,Structuring,structuring_deposit,True
TXN_D23B3B009B,ACC_1001145,SCEN_STR_9aad42,Structuring,structuring_deposit,True
TXN_BC84FB58DF,ACC_1001145,SCEN_STR_9aad42,Structuring,structuring_deposit,True
TXN_38D32C721A,ACC_1001145,SCEN_STR_9aad42,Structuring,structuring_deposit,True
TXN_FCB876B627,ACC_1001145,SCEN_STR_9aad42,Structuring,structuring_deposit,True
TXN_9A3D2BA8AF,ACC_1005559,SCEN_STR_d0b30c,Structuring,structuring_deposit,True
TXN_F222880CC1,ACC_1005559,SCEN_STR_d0b30c,Structuring,structuring_deposit,True
TXN_86CD6AF8C5,ACC_1005559,SCEN_STR_d0b30c,Structuring,structuring_deposit,True
TXN_6D04ADB2B7,ACC_1005559,SCEN_STR_d0b30c,Structuring,structuring_deposit,True
TXN_474B8E2B5E,ACC_1005559,SCEN_STR_d0b30c,Structuring,structuring_deposit,True
TXN_62B3D39FEB,ACC_1006429,SCEN_STR_812de3,Structuring,structuring_deposit,True
TXN_9B0AF8EBC8,ACC_1006429,SCEN_STR_812de3,Structuring,structuring_deposit,True
TXN_BA15169785,ACC_1006429,SCEN_STR_812de3,Structuring,structuring_deposit,True
TXN_3D241EA222,ACC_1006429,SCEN_STR_812de3,Structuring,structuring_deposit,True
TXN_FC4E5F6597,ACC_1006429,SCEN_STR_812de3,Structuring,structuring_deposit,True
TXN_46E0BBF8A0,ACC_1006757,SCEN_STR_bb5f40,Structuring,structuring_deposit,True
TXN_C435F71B00,ACC_1006757,SCEN_STR_bb5f40,Structuring,structuring_deposit,True
TXN_EE9D661E58,ACC_1006757,SCEN_STR_bb5f40,Structuring,structuring_deposit,True
TXN_32766C6C49,ACC_1006757,SCEN_STR_bb5f40,Structuring,structuring_deposit,True
TXN_472106D26E,ACC_1002386,SCEN_STR_ee51e1,Structuring,structuring_deposit,True
TXN_BD671B18E6,ACC_1002386,SCEN_STR_ee51e1,Structuring,structuring_deposit,True
TXN_E56A3FC0D4,ACC_1002386,SCEN_STR_ee51e1,Structuring,structuring_deposit,True
TXN_F68CFDB935,ACC_1002386,SCEN_STR_ee51e1,Structuring,structuring_deposit,True
TXN_985D1D64F7,ACC_1002386,SCEN_STR_ee51e1,Structuring,structuring_deposit,True
TXN_08ADF8D7EE,ACC_1002386,SCEN_STR_ee51e1,Structuring,structuring_deposit,True
TXN_F1ADA21EF8,ACC_1004167,SCEN_STR_f2453c,Structuring,structuring_deposit,True
TXN_65E55136CF,ACC_1004167,SCEN_STR_f2453c,Structuring,structuring_deposit,True
TXN_AD3C2E37C4,ACC_1004167,SCEN_STR_f2453c,Structuring,structuring_deposit,True
TXN_DB3CFA38F3,ACC_1004167,SCEN_STR_f2453c,Structuring,structuring_deposit,True
TXN_A12452B609,ACC_1006278,SCEN_STR_e32463,Structuring,structuring_deposit,True
TXN_47887E043E,ACC_1006278,SCEN_STR_e32463,Structuring,structuring_deposit,True
TXN_1D561BB29D,ACC_1006278,SCEN_STR_e32463,Structuring,structuring_deposit,True
TXN_4BACAB6C43,ACC_1006278,SCEN_STR_e32463,Structuring,structuring_deposit,True
TXN_E2623C51DA,ACC_1003686,SCEN_STR_79232a,Structuring,structuring_deposit,True
TXN_108CE84A53,ACC_1003686,SCEN_STR_79232a,Structuring,structuring_deposit,True
TXN_2FAA0D86B7,ACC_1003686,SCEN_STR_79232a,Structuring,structuring_deposit,True
TXN_86A1B4C8BA,ACC_1003686,SCEN_STR_79232a,Structuring,structuring_deposit,True
TXN_51503004C2,ACC_1009729,SCEN_STR_34ac54,Structuring,structuring_deposit,True
TXN_261C0600E7,ACC_1009729,SCEN_STR_34ac54,Structuring,structuring_deposit,True
TXN_D5B69ABA66,ACC_1009729,SCEN_STR_34ac54,Structuring,structuring_deposit,True
TXN_D4FA9ADE5C,ACC_1009729,SCEN_STR_34ac54,Structuring,structuring_deposit,True
TXN_A44BCF8C22,ACC_1009729,SCEN_STR_34ac54,Structuring,structuring_deposit,True
TXN_B4636A5D36,ACC_1008277,SCEN_STR_570fec,Structuring,structuring_deposit,True
