account_id,customer_id,currency,status
ACC_1003042,CUST_102573,AED,Active
ACC_1003043,CUST_102574,AED,Active
ACC_1003044,CUST_102575,AED,Active
ACC_1003045,CUST_102575,AED,Active
ACC_1003046,CUST_102576,AED,Active
ACC_1003047,CUST_102577,AED,Active
ACC_1003048,CUST_102578,AED,Active
ACC_1003049,CUST_102578,AED,Active
ACC_1003050,CUST_102579,AED,Active
ACC_1003051,CUST_102580,AED,Active
ACC_1003052,CUST_102581,AED,Active
ACC_1003053,CUST_102582,USD,Active
ACC_1003054,CUST_102583,AED,Active
ACC_1003055,CUST_102583,AED,Active
ACC_1003056,CUST_102584,AED,Active
ACC_1003057,CUST_102584,AED,Active
ACC_1003058,CUST_102585,USD,Active
ACC_1003059,CUST_102586,AED,Active
ACC_1003060,CUST_102587,AED,Active
ACC_1003061,CUST_102588,AED,Active
ACC_1003062,CUST_102589,AED,Active
ACC_1003063,CUST_102590,AED,Active
ACC_1003064,CUST_102591,AED,Active
ACC_1003065,CUST_102592,AED,Active
ACC_1003066,CUST_102593,USD,Active
ACC_1003067,CUST_102593,AED,Active
ACC_1003068,CUST_102594,AED,Active
ACC_1003069,CUST_102595,AED,Active
ACC_1003070,CUST_102595,USD,Active
ACC_1003071,CUST_102596,AED,Active
ACC_1003072,CUST_102596,AED,Active
ACC_1003073,CUST_102597,AED,Active
ACC_1003074,CUST_102598,AED,Active
ACC_1003075,CUST_102599,AED,Active
ACC_1003076,CUST_102600,USD,Active
ACC_1003077,CUST_102600,AED,Active
ACC_1003078,CUST_102601,AED,Active
ACC_1003079,CUST_102602,AED,Active
ACC_1003080,CUST_102603,EUR,Active
ACC_1003081,CUST_102604,AED,Active
ACC_1003082,CUST_102605,AED,Active
ACC_1003083,CUST_102606,AED,Active
ACC_1003084,CUST_102607,AED,Active
ACC_1003085,CUST_102608,AED,Active
ACC_1003086,CUST_102609,AED,Active
ACC_1003087,CUST_102610,AED,Active
ACC_1003088,CUST_102611,AED,Active
ACC_1003089,CUST_102612,AED,Active
ACC_1003090,CUST_102613,AED,Active
ACC_1003091,CUST_102613,AED,Active
ACC_1003092,CUST_102614,AED,Active
ACC_1003093,CUST_102615,USD,Active
ACC_1003094,CUST_102616,EUR,Active
ACC_1003095,CUST_102617,AED,Active
ACC_1003096,CUST_102618,USD,Active
ACC_1003097,CUST_102619,AED,Active
ACC_1003098,CUST_102620,AED,Active
ACC_1003099,CUST_102621,AED,Active
ACC_1003100,CUST_102621,USD,Active
ACC_1003101,CUST_102622,AED,Active
ACC_1003102,CUST_102622,AED,Active
ACC_1003103,CUST_102623,AED,Active
ACC_1003104,CUST_102624,AED,Active
ACC_1003105,CUST_102624,AED,Active
ACC_1003106,CUST_102625,EUR,Active
ACC_1003107,CUST_102626,AED,Active
ACC_1003108,CUST_102626,AED,Active
ACC_1003109,CUST_102627,AED,Active
ACC_1003110,CUST_102628,AED,Active
ACC_1003111,CUST_102629,AED,Active
ACC_1003112,CUST_102629,AED,Active
ACC_1003113,CUST_102630,AED,Active
ACC_1003114,CUST_102631,AED,Active
ACC_1003115,CUST_102632,AED,Active
ACC_1003116,CUST_102633,AED,Active
ACC_1003117,CUST_102634,AED,Active
ACC_1003118,CUST_102634,AED,Active
ACC_1003119,CUST_102635,AED,Active
ACC_1003120,CUST_102636,AED,Active
ACC_1003121,CUST_102637,AED,Active
ACC_1003122,CUST_102638,AED,Active
ACC_1003123,CUST_102639,USD,Active
ACC_1003124,CUST_102640,AED,Active
ACC_1003125,CUST_102641,AED,Active
ACC_1003126,CUST_102642,AED,Active
ACC_1003127,CUST_102643,AED,Active
ACC_1003128,CUST_102643,AED,Active
ACC_1003129,CUST_102644,AED,Active
ACC_1003130,CUST_102645,AED,Active
ACC_1003131,CUST_102645,AED,Active
ACC_1003132,CUST_102646,AED,Active
ACC_1003133,CUST_102647,AED,Active
ACC_1003134,CUST_102647,AED,Active
ACC_1003135,CUST_102648,AED,Active
ACC_1003136,CUST_102649,AED,Active
ACC_1003137,CUST_102649,AED,Active
ACC_1003138,CUST_102650,USD,Active
ACC_1003139,CUST_102651,AED,Active
ACC_1003140,CUST_102652,USD,Active
ACC_1003141,CUST_102653,AED,Active
ACC_1003142,CUST_102653,AED,Active
ACC_1003143,CUST_102654,AED,Active
ACC_1003144,CUST_102654,AED,Active
ACC_1003145,CUST_102655,AED,Active
ACC_1003146,CUST_102656,USD,Active
ACC_1003147,CUST_102657,EUR,Active
ACC_1003148,CUST_102658,AED,Active
ACC_1003149,CUST_102659,AED,Active
ACC_1003150,CUST_102660,AED,Active
ACC_1003151,CUST_102661,AED,Active
ACC_1003152,CUST_102662,AED,Active
ACC_1003153,CUST_102663,AED,Active
ACC_1003154,CUST_102664,AED,Active
ACC_1003155,CUST_102665,EUR,Active
ACC_1003156,CUST_102666,AED,Active
ACC_1003157,CUST_102666,USD,Active
ACC_1003158,CUST_102667,AED,Active
ACC_1003159,CUST_102668,AED,Active
ACC_1003160,CUST_102669,AED,Active
ACC_1003161,CUST_102670,AED,Active
ACC_1003162,CUST_102671,AED,Active
ACC_1003163,CUST_102672,USD,Active
ACC_1003164,CUST_102673,AED,Active
ACC_1003165,CUST_102674,AED,Active
ACC_1003166,CUST_102675,AED,Active
ACC_1003167,CUST_102676,AED,Active
ACC_1003168,CUST_102677,AED,Active
ACC_1003169,CUST_102678,AED,Active
ACC_1003170,CUST_102679,AED,Active
ACC_1003171,CUST_102680,AED,Active
ACC_1003172,CUST_102680,AED,Active
ACC_1003173,CUST_102681,AED,Active
ACC_1003174,CUST_102682,USD,Active
ACC_1003175,CUST_102683,AED,Active
ACC_1003176,CUST_102684,AED,Active
ACC_1003177,CUST_102685,AED,Active
ACC_1003178,CUST_102686,AED,Active
ACC_1003179,CUST_102687,AED,Active
ACC_1003180,CUST_102687,AED,Active
ACC_1003181,CUST_102688,AED,Active
ACC_1003182,CUST_102689,AED,Active
ACC_1003183,CUST_102690,EUR,Active
ACC_1003184,CUST_102691,AED,Active
ACC_1003185,CUST_102692,AED,Active
ACC_1003186,CUST_102693,AED,Active
ACC_1003187,CUST_102694,AED,Active
ACC_1003188,CUST_102695,AED,Active
ACC_1003189,CUST_102696,AED,Active
ACC_1003190,CUST_102697,AED,Active
ACC_1003191,CUST_102698,AED,Active
ACC_1003192,CUST_102699,AED,Active
ACC_1003193,CUST_102700,AED,Active
ACC_1003194,CUST_102701,USD,Active
ACC_1003195,CUST_102702,AED,Active
ACC_1003196,CUST_102703,AED,Active
ACC_1003197,CUST_102704,AED,Active
ACC_1003198,CUST_102705,AED,Active
ACC_1003199,CUST_102706,AED,Active
ACC_1003200,CUST_102707,AED,Active
ACC_1003201,CUST_102708,AED,Active
ACC_1003202,CUST_102709,AED,Active
ACC_1003203,CUST_102710,USD,Active
ACC_1003204,CUST_102710,AED,Active
ACC_1003205,CUST_102711,AED,Active
ACC_1003206,CUST_102711,AED,Active
ACC_1003207,CUST_102712,AED,Active
ACC_1003208,CUST_102713,AED,Active
ACC_1003209,CUST_102714,AED,Active
ACC_1003210,CUST_102715,AED,Active
ACC_1003211,CUST_102715,USD,Active
ACC_1003212,CUST_102716,AED,Active
ACC_1003213,CUST_102717,AED,Active
ACC_1003214,CUST_102718,EUR,Active
ACC_1003215,CUST_102719,AED,Active
ACC_1003216,CUST_102720,AED,Active
ACC_1003217,CUST_102720,AED,Active
ACC_1003218,CUST_102721,USD,Active
ACC_1003219,CUST_102722,AED,Active
ACC_1003220,CUST_102723,AED,Active
ACC_1003221,CUST_102724,AED,Active
ACC_1003222,CUST_102724,AED,Active
ACC_1003223,CUST_102725,AED,Active
ACC_1003224,CUST_102726,AED,Active
ACC_1003225,CUST_102727,AED,Active
ACC_1003226,CUST_102728,AED,Active
ACC_1003227,CUST_102729,AED,Active
ACC_1003228,CUST_102729,AED,Active
ACC_1003229,CUST_102730,AED,Active
ACC_1003230,CUST_102731,EUR,Active
ACC_1003231,CUST_102732,AED,Active
ACC_1003232,CUST_102733,AED,Active
ACC_1003233,CUST_102734,EUR,Active
ACC_1003234,CUST_102735,AED,Active
ACC_1003235,CUST_102736,AED,Active
ACC_1003236,CUST_102737,AED,Active
ACC_1003237,CUST_102738,AED,Active
ACC_1003238,CUST_102739,AED,Active
ACC_1003239,CUST_102740,AED,Active
ACC_1003240,CUST_102741,AED,Active
ACC_1003241,CUST_102741,AED,Active
ACC_1003242,CUST_102742,AED,Active
ACC_1003243,CUST_102743,USD,Active
ACC_1003244,CUST_102744,AED,Active
ACC_1003245,CUST_102745,AED,Active
ACC_1003246,CUST_102746,AED,Active
ACC_1003247,CUST_102747,AED,Active
ACC_1003248,CUST_102748,USD,Active
ACC_1003249,CUST_102749,AED,Active
ACC_1003250,CUST_102750,AED,Active
ACC_1003251,CUST_102751,AED,Active
ACC_1003252,CUST_102752,AED,Active
ACC_1003253,CUST_102752,AED,Active
ACC_1003254,CUST_102753,AED,Active
ACC_1003255,CUST_102754,AED,Active
ACC_1003256,CUST_102755,AED,Active
ACC_1003257,CUST_102756,USD,Active
ACC_1003258,CUST_102757,AED,Active
ACC_1003259,CUST_102757,AED,Active
ACC_1003260,CUST_102758,AED,Active
ACC_1003261,CUST_102759,AED,Active
ACC_1003262,CUST_102759,AED,Active
ACC_1003263,CUST_102760,AED,Active
ACC_1003264,CUST_102760,AED,Active
ACC_1003265,CUST_102761,AED,Active
ACC_1003266,CUST_102761,AED,Active
ACC_1003267,CUST_102762,AED,Active
ACC_1003268,CUST_102763,AED,Active
ACC_1003269,CUST_102764,AED,Active
ACC_1003270,CUST_102765,EUR,Active
ACC_1003271,CUST_102766,USD,Active
ACC_1003272,CUST_102767,USD,Active
ACC_1003273,CUST_102768,AED,Active
ACC_1003274,CUST_102769,AED,Active
ACC_1003275,CUST_102770,AED,Active
ACC_1003276,CUST_102771,AED,Active
ACC_1003277,CUST_102772,AED,Active
ACC_1003278,CUST_102773,AED,Active
ACC_1003279,CUST_102773,AED,Active
ACC_1003280,CUST_102774,AED,Active
ACC_1003281,CUST_102775,AED,Active
ACC_1003282,CUST_102776,AED,Active
ACC_1003283,CUST_102777,AED,Active
ACC_1003284,CUST_102778,EUR,Active
ACC_1003285,CUST_102779,AED,Active
ACC_1003286,CUST_102780,AED,Active
ACC_1003287,CUST_102780,AED,Active
ACC_1003288,CUST_102781,AED,Active
ACC_1003289,CUST_102782,AED,Active
ACC_1003290,CUST_102782,AED,Active
ACC_1003291,CUST_102783,AED,Active
ACC_1003292,CUST_102784,AED,Active
ACC_1003293,CUST_102785,AED,Active
ACC_1003294,CUST_102786,USD,Active
ACC_1003295,CUST_102787,AED,Active
ACC_1003296,CUST_102788,AED,Active
ACC_1003297,CUST_102789,AED,Active
ACC_1003298,CUST_102790,AED,Active
ACC_1003299,CUST_102791,AED,Active
ACC_1003300,CUST_102791,AED,Active
ACC_1003301,CUST_102792,AED,Active
ACC_1003302,CUST_102793,AED,Active
ACC_1003303,CUST_102794,AED,Active
ACC_1003304,CUST_102795,AED,Active
ACC_1003305,CUST_102796,AED,Active
ACC_1003306,CUST_102797,AED,Active
ACC_1003307,CUST_102798,AED,Active
ACC_1003308,CUST_102799,AED,Active
ACC_1003309,CUST_102800,EUR,Active
ACC_1003310,CUST_102801,AED,Active
ACC_1003311,CUST_102802,AED,Active
ACC_1003312,CUST_102803,AED,Active
ACC_1003313,CUST_102804,AED,Active
ACC_1003314,CUST_102805,AED,Active
ACC_1003315,CUST_102806,AED,Active
ACC_1003316,CUST_102806,AED,Active
ACC_1003317,CUST_102807,EUR,Active
ACC_1003318,CUST_102807,AED,Active
ACC_1003319,CUST_102808,AED,Active
ACC_1003320,CUST_102809,AED,Active
ACC_1003321,CUST_102810,USD,Active
ACC_1003322,CUST_102811,AED,Active
ACC_1003323,CUST_102812,AED,Active
ACC_1003324,CUST_102812,AED,Active
ACC_1003325,CUST_102813,AED,Active
ACC_1003326,CUST_102813,AED,Active
ACC_1003327,CUST_102814,AED,Active
ACC_1003328,CUST_102815,AED,Active
ACC_1003329,CUST_102816,AED,Active
ACC_1003330,CUST_102817,AED,Active
ACC_1003331,CUST_102818,AED,Active
ACC_1003332,CUST_102819,AED,Active
ACC_1003333,CUST_102820,AED,Active
ACC_1003334,CUST_102821,AED,Active
ACC_1003335,CUST_102822,AED,Active
ACC_1003336,CUST_102823,AED,Active
ACC_1003337,CUST_102824,AED,Active
ACC_1003338,CUST_102825,AED,Active
ACC_1003339,CUST_102826,USD,Active
ACC_1003340,CUST_102827,AED,Active
ACC_1003341,CUST_102828,AED,Active
ACC_1003342,CUST_102829,AED,Active
ACC_1003343,CUST_102830,AED,Active
ACC_1003344,CUST_102831,AED,Active
ACC_1003345,CUST_102832,EUR,Active
ACC_1003346,CUST_102833,USD,Active
ACC_1003347,CUST_102834,AED,Active
ACC_1003348,CUST_102835,AED,Active
ACC_1003349,CUST_102835,AED,Active
ACC_1003350,CUST_102836,AED,Active
ACC_1003351,CUST_102837,AED,Active
ACC_1003352,CUST_102838,AED,Active
ACC_1003353,CUST_102839,AED,Active
ACC_1003354,CUST_102840,AED,Active
ACC_1003355,CUST_102840,AED,Active
ACC_1003356,CUST_102841,AED,Active
ACC_1003357,CUST_102841,USD,Active
ACC_1003358,CUST_102842,AED,Active
ACC_1003359,CUST_102843,AED,Active
ACC_1003360,CUST_102844,AED,Active
ACC_1003361,CUST_102845,AED,Active
ACC_1003362,CUST_102846,AED,Active
ACC_1003363,CUST_102846,AED,Active
ACC_1003364,CUST_102847,AED,Active
ACC_1003365,CUST_102848,AED,Active
ACC_1003366,CUST_102848,AED,Active
ACC_1003367,CUST_102849,AED,Active
ACC_1003368,CUST_102850,USD,Active
ACC_1003369,CUST_102851,AED,Active
ACC_1003370,CUST_102852,AED,Active
ACC_1003371,CUST_102853,AED,Active
ACC_1003372,CUST_102854,AED,Active
ACC_1003373,CUST_102855,EUR,Active
ACC_1003374,CUST_102856,EUR,Active
ACC_1003375,CUST_102857,USD,Active
ACC_1003376,CUST_102858,USD,Active
ACC_1003377,CUST_102859,USD,Active
ACC_1003378,CUST_102860,AED,Active
ACC_1003379,CUST_102861,AED,Active
ACC_1003380,CUST_102862,AED,Active
ACC_1003381,CUST_102862,AED,Active
ACC_1003382,CUST_102863,USD,Active
ACC_1003383,CUST_102863,AED,Active
ACC_1003384,CUST_102864,AED,Active
ACC_1003385,CUST_102865,USD,Active
ACC_1003386,CUST_102866,AED,Active
ACC_1003387,CUST_102867,AED,Active
ACC_1003388,CUST_102868,AED,Active
ACC_1003389,CUST_102869,AED,Active
ACC_1003390,CUST_102870,AED,Active
ACC_1003391,CUST_102870,AED,Active
ACC_1003392,CUST_102871,AED,Active
ACC_1003393,CUST_102871,USD,Active
ACC_1003394,CUST_102872,USD,Active
ACC_1003395,CUST_102872,USD,Active
ACC_1003396,CUST_102873,EUR,Active
ACC_1003397,CUST_102874,AED,Active
ACC_1003398,CUST_102875,USD,Active
ACC_1003399,CUST_102875,AED,Active
ACC_1003400,CUST_102876,AED,Active
ACC_1003401,CUST_102877,AED,Active
ACC_1003402,CUST_102878,AED,Active
ACC_1003403,CUST_102879,AED,Active
ACC_1003404,CUST_102880,AED,Active
ACC_1003405,CUST_102881,USD,Active
ACC_1003406,CUST_102882,AED,Active
ACC_1003407,CUST_102883,AED,Active
ACC_1003408,CUST_102884,AED,Active
ACC_1003409,CUST_102884,USD,Active
ACC_1003410,CUST_102885,AED,Active
ACC_1003411,CUST_102886,EUR,Active
ACC_1003412,CUST_102887,AED,Active
ACC_1003413,CUST_102888,AED,Active
ACC_1003414,CUST_102889,AED,Active
ACC_1003415,CUST_102890,AED,Active
ACC_1003416,CUST_102891,AED,Active
ACC_1003417,CUST_102892,AED,Active
ACC_1003418,CUST_102893,AED,Active
ACC_1003419,CUST_102894,EUR,Active
ACC_1003420,CUST_102895,AED,Active
ACC_1003421,CUST_102896,AED,Active
ACC_1003422,CUST_102897,AED,Active
ACC_1003423,CUST_102898,AED,Active
ACC_1003424,CUST_102899,AED,Active
ACC_1003425,CUST_102899,AED,Active
ACC_1003426,CUST_102900,AED,Active
ACC_1003427,CUST_102901,AED,Active
ACC_1003428,CUST_102902,AED,Active
ACC_1003429,CUST_102903,AED,Active
ACC_1003430,CUST_102904,AED,Active
ACC_1003431,CUST_102904,AED,Active
ACC_1003432,CUST_102905,AED,Active
ACC_1003433,CUST_102905,AED,Active
ACC_1003434,CUST_102906,EUR,Active
ACC_1003435,CUST_102906,AED,Active
ACC_1003436,CUST_102907,USD,Active
ACC_1003437,CUST_102907,AED,Active
ACC_1003438,CUST_102908,AED,Active
ACC_1003439,CUST_102908,AED,Active
ACC_1003440,CUST_102909,AED,Active
ACC_1003441,CUST_102910,AED,Active
ACC_1003442,CUST_102911,AED,Active
ACC_1003443,CUST_102912,AED,Active
ACC_1003444,CUST_102913,AED,Active
ACC_1003445,CUST_102913,AED,Active
ACC_1003446,CUST_102914,AED,Active
ACC_1003447,CUST_102915,AED,Active
ACC_1003448,CUST_102916,AED,Active
ACC_1003449,CUST_102917,AED,Active
ACC_1003450,CUST_102918,AED,Active
ACC_1003451,CUST_102919,AED,Active
ACC_1003452,CUST_102920,USD,Active
ACC_1003453,CUST_102921,AED,Active
ACC_1003454,CUST_102922,EUR,Active
ACC_1003455,CUST_102923,AED,Active
ACC_1003456,CUST_102924,AED,Active
ACC_1003457,CUST_102925,AED,Active
ACC_1003458,CUST_102926,EUR,Active
ACC_1003459,CUST_102926,AED,Active
ACC_1003460,CUST_102927,AED,Active
ACC_1003461,CUST_102928,AED,Active
ACC_1003462,CUST_102929,AED,Active
ACC_1003463,CUST_102930,AED,Active
ACC_1003464,CUST_102931,AED,Active
ACC_1003465,CUST_102932,AED,Active
ACC_1003466,CUST_102932,AED,Active
ACC_1003467,CUST_102933,AED,Active
ACC_1003468,CUST_102934,AED,Active
ACC_1003469,CUST_102935,AED,Active
ACC_1003470,CUST_102936,AED,Active
ACC_1003471,CUST_102937,AED,Active
ACC_1003472,CUST_102938,AED,Active
ACC_1003473,CUST_102939,AED,Active
ACC_1003474,CUST_102939,AED,Active
ACC_1003475,CUST_102940,AED,Active
ACC_1003476,CUST_102941,EUR,Active
ACC_1003477,CUST_102942,AED,Active
ACC_1003478,CUST_102943,AED,Active
ACC_1003479,CUST_102944,USD,Active
ACC_1003480,CUST_102945,AED,Active
ACC_1003481,CUST_102946,USD,Active
ACC_1003482,CUST_102947,EUR,Active
ACC_1003483,CUST_102948,AED,Active
ACC_1003484,CUST_102949,AED,Active
ACC_1003485,CUST_102950,EUR,Active
ACC_1003486,CUST_102951,AED,Active
ACC_1003487,CUST_102951,AED,Active
ACC_1003488,CUST_102952,AED,Active
ACC_1003489,CUST_102953,USD,Active
ACC_1003490,CUST_102953,AED,Active
ACC_1003491,CUST_102954,AED,Active
ACC_1003492,CUST_102955,AED,Active
ACC_1003493,CUST_102956,EUR,Active
ACC_1003494,CUST_102957,AED,Active
ACC_1003495,CUST_102958,AED,Active
ACC_1003496,CUST_102959,AED,Active
ACC_1003497,CUST_102960,AED,Active
ACC_1003498,CUST_102960,AED,Active
ACC_1003499,CUST_102961,AED,Active
ACC_1003500,CUST_102961,AED,Active
ACC_1003501,CUST_102962,AED,Active
ACC_1003502,CUST_102963,AED,Active
ACC_1003503,CUST_102964,AED,Active
ACC_1003504,CUST_102964,AED,Active
ACC_1003505,CUST_102965,AED,Active
ACC_1003506,CUST_102966,AED,Active
ACC_1003507,CUST_102967,EUR,Active
ACC_1003508,CUST_102968,AED,Active
ACC_1003509,CUST_102968,AED,Active
ACC_1003510,CUST_102969,AED,Active
ACC_1003511,CUST_102970,AED,Active
ACC_1003512,CUST_102971,USD,Active
ACC_1003513,CUST_102971,AED,Active
ACC_1003514,CUST_102972,AED,Active
ACC_1003515,CUST_102973,AED,Active
ACC_1003516,CUST_102974,EUR,Active
ACC_1003517,CUST_102975,AED,Active
ACC_1003518,CUST_102976,AED,Active
ACC_1003519,CUST_102976,AED,Active
ACC_1003520,CUST_102977,AED,Active
ACC_1003521,CUST_102978,AED,Active
ACC_1003522,CUST_102979,AED,Active
ACC_1003523,CUST_102980,AED,Active
ACC_1003524,CUST_102980,AED,Active
ACC_1003525,CUST_102981,AED,Active
ACC_1003526,CUST_102982,AED,Active
ACC_1003527,CUST_102982,USD,Active
ACC_1003528,CUST_102983,AED,Active
ACC_1003529,CUST_102984,EUR,Active
ACC_1003530,CUST_102985,AED,Active
ACC_1003531,CUST_102986,AED,Active
ACC_1003532,CUST_102986,AED,Active
ACC_1003533,CUST_102987,AED,Active
ACC_1003534,CUST_102988,EUR,Active
ACC_1003535,CUST_102989,USD,Active
ACC_1003536,CUST_102990,AED,Active
ACC_1003537,CUST_102991,AED,Active
ACC_1003538,CUST_102992,AED,Active
ACC_1003539,CUST_102993,AED,Active
ACC_1003540,CUST_102994,AED,Active
ACC_1003541,CUST_102995,AED,Active
ACC_1003542,CUST_102996,AED,Active
ACC_1003543,CUST_102997,AED,Active
ACC_1003544,CUST_102998,AED,Active
ACC_1003545,CUST_102999,USD,Active
ACC_1003546,CUST_103000,AED,Active
ACC_1003547,CUST_103001,AED,Active
ACC_1003548,CUST_103002,AED,Active
ACC_1003549,CUST_103003,EUR,Active
ACC_1003550,CUST_103004,AED,Active
ACC_1003551,CUST_103005,AED,Active
ACC_1003552,CUST_103006,AED,Active
ACC_1003553,CUST_103007,AED,Active
ACC_1003554,CUST_103008,AED,Active
ACC_1003555,CUST_103009,AED,Active
ACC_1003556,CUST_103009,USD,Active
ACC_1003557,CUST_103010,USD,Active
ACC_1003558,CUST_103010,AED,Active
ACC_1003559,CUST_103011,AED,Active
ACC_1003560,CUST_103012,AED,Active
ACC_1003561,CUST_103013,AED,Active
ACC_1003562,CUST_103014,AED,Active
ACC_1003563,CUST_103015,AED,Active
ACC_1003564,CUST_103016,AED,Active
ACC_1003565,CUST_103017,USD,Active
ACC_1003566,CUST_103018,AED,Active
ACC_1003567,CUST_103019,AED,Active
ACC_1003568,CUST_103020,AED,Active
ACC_1003569,CUST_103021,USD,Active
ACC_1003570,CUST_103021,AED,Active
ACC_1003571,CUST_103022,USD,Active
ACC_1003572,CUST_103023,AED,Active
ACC_1003573,CUST_103023,USD,Active
ACC_1003574,CUST_103024,AED,Active
ACC_1003575,CUST_103025,AED,Active
ACC_1003576,CUST_103026,AED,Active
ACC_1003577,CUST_103027,AED,Active
ACC_1003578,CUST_103028,AED,Active
ACC_1003579,CUST_103029,AED,Active
ACC_1003580,CUST_103030,AED,Active
ACC_1003581,CUST_103031,AED,Active
ACC_1003582,CUST_103032,AED,Active
ACC_1003583,CUST_103033,AED,Active
ACC_1003584,CUST_103034,AED,Active
ACC_1003585,CUST_103035,AED,Active
ACC_1003586,CUST_103036,AED,Active
ACC_1003587,CUST_103037,AED,Active
ACC_1003588,CUST_103038,EUR,Active
ACC_1003589,CUST_103039,AED,Active
ACC_1003590,CUST_103040,AED,Active
ACC_1003591,CUST_103040,EUR,Active
ACC_1003592,CUST_103041,AED,Active
ACC_1003593,CUST_103042,AED,Active
ACC_1003594,CUST_103043,AED,Active
ACC_1003595,CUST_103044,AED,Active
ACC_1003596,CUST_103045,AED,Active
ACC_1003597,CUST_103046,AED,Active
ACC_1003598,CUST_103047,AED,Active
ACC_1003599,CUST_103048,AED,Active
ACC_1003600,CUST_103049,AED,Active
ACC_1003601,CUST_103050,AED,Active
ACC_1003602,CUST_103051,AED,Active
ACC_1003603,CUST_103051,AED,Active
ACC_1003604,CUST_103052,AED,Active
ACC_1003605,CUST_103052,AED,Active
ACC_1003606,CUST_103053,AED,Active
ACC_1003607,CUST_103054,AED,Active
ACC_1003608,CUST_103055,AED,Active
ACC_1003609,CUST_103056,USD,Active
ACC_1003610,CUST_103057,AED,Active
ACC_1003611,CUST_103058,USD,Active
ACC_1003612,CUST_103059,AED,Active
ACC_1003613,CUST_103060,AED,Active
ACC_1003614,CUST_103061,AED,Active
ACC_1003615,CUST_103061,AED,Active
ACC_1003616,CUST_103062,AED,Active
ACC_1003617,CUST_103063,AED,Active
ACC_1003618,CUST_103064,AED,Active
ACC_1003619,CUST_103065,AED,Active
ACC_1003620,CUST_103066,AED,Active
ACC_1003621,CUST_103067,AED,Active
ACC_1003622,CUST_103068,AED,Active
ACC_1003623,CUST_103068,AED,Active
ACC_1003624,CUST_103069,USD,Active
ACC_1003625,CUST_103070,USD,Active
ACC_1003626,CUST_103071,AED,Active
ACC_1003627,CUST_103072,AED,Active
ACC_1003628,CUST_103073,AED,Active
ACC_1003629,CUST_103073,AED,Active
ACC_1003630,CUST_103074,USD,Active
ACC_1003631,CUST_103075,EUR,Active
ACC_1003632,CUST_103076,AED,Active
ACC_1003633,CUST_103077,AED,Active
ACC_1003634,CUST_103077,AED,Active
ACC_1003635,CUST_103078,AED,Active
ACC_1003636,CUST_103079,AED,Active
ACC_1003637,CUST_103080,AED,Active
ACC_1003638,CUST_103081,AED,Active
ACC_1003639,CUST_103082,AED,Active
ACC_1003640,CUST_103083,AED,Active
ACC_1003641,CUST_103084,AED,Active
ACC_1003642,CUST_103085,AED,Active
ACC_1003643,CUST_103086,USD,Active
ACC_1003644,CUST_103086,AED,Active
ACC_1003645,CUST_103087,AED,Active
ACC_1003646,CUST_103088,AED,Active
ACC_1003647,CUST_103089,AED,Active
ACC_1003648,CUST_103089,AED,Active
ACC_1003649,CUST_103090,AED,Active
ACC_1003650,CUST_103091,AED,Active
ACC_1003651,CUST_103092,USD,Active
ACC_1003652,CUST_103093,AED,Active
ACC_1003653,CUST_103094,AED,Active
ACC_1003654,CUST_103095,AED,Active
ACC_1003655,CUST_103095,AED,Active
ACC_1003656,CUST_103096,AED,Active
ACC_1003657,CUST_103097,AED,Active
ACC_1003658,CUST_103098,AED,Active
ACC_1003659,CUST_103099,AED,Active
ACC_1003660,CUST_103100,AED,Active
ACC_1003661,CUST_103101,AED,Active
ACC_1003662,CUST_103101,USD,Active
ACC_1003663,CUST_103102,AED,Active
ACC_1003664,CUST_103103,AED,Active
ACC_1003665,CUST_103103,AED,Active
ACC_1003666,CUST_103104,AED,Active
ACC_1003667,CUST_103105,AED,Active
ACC_1003668,CUST_103106,AED,Active
ACC_1003669,CUST_103107,AED,Active
ACC_1003670,CUST_103107,USD,Active
ACC_1003671,CUST_103108,AED,Active
ACC_1003672,CUST_103109,AED,Active
ACC_1003673,CUST_103109,AED,Active
ACC_1003674,CUST_103110,AED,Active
ACC_1003675,CUST_103111,AED,Active
ACC_1003676,CUST_103111,AED,Active
ACC_1003677,CUST_103112,AED,Active
ACC_1003678,CUST_103113,AED,Active
ACC_1003679,CUST_103113,AED,Active
ACC_1003680,CUST_103114,AED,Active
ACC_1003681,CUST_103115,AED,Active
ACC_1003682,CUST_103116,AED,Active
ACC_1003683,CUST_103117,AED,Active
ACC_1003684,CUST_103118,AED,Active
ACC_1003685,CUST_103119,EUR,Active
ACC_1003686,CUST_103119,AED,Active
ACC_1003687,CUST_103120,AED,Active
ACC_1003688,CUST_103121,AED,Active
ACC_1003689,CUST_103122,AED,Active
ACC_1003690,CUST_103123,AED,Active
ACC_1003691,CUST_103124,EUR,Active
ACC_1003692,CUST_103125,AED,Active
ACC_1003693,CUST_103126,AED,Active
ACC_1003694,CUST_103127,AED,Active
ACC_1003695,CUST_103128,AED,Active
ACC_1003696,CUST_103129,AED,Active
ACC_1003697,CUST_103130,AED,Active
ACC_1003698,CUST_103131,AED,Active
ACC_1003699,CUST_103132,AED,Active
ACC_1003700,CUST_103132,AED,Active
ACC_1003701,CUST_103133,AED,Active
ACC_1003702,CUST_103134,AED,Active
ACC_1003703,CUST_103135,AED,Active
ACC_1003704,CUST_103136,AED,Active
ACC_1003705,CUST_103137,AED,Active
